Pop_UID,Species_code,Pop_ID,Pop_Name,CU_ID,Lat,Lon,FAZ,JAZ,MAZ,Species,TimeSeriesData_Species,TimeSeriesData_Pop_Name,WSP_ts,Data_msg_code
CK-78.60082,CK,60082,WHITESTONE RIVER,CK-78,66.50220998,-138.4161113,NOlg,NOlg+Ber,Ber,Chinook,NA,NA,no,Raw_ts
CK-79.60081,CK,60081,OLD CROW RIVER,CK-79,67.583465,-139.7982723,OldC,OldC+Ber,Ber,Chinook,NA,NA,no,Raw_ts
CK-79.60103,CK,60103,TIMBER CREEK,CK-79,68.16764596,-139.9475009,OldC,OldC+Ber,Ber,Chinook,NA,NA,no,Raw_ts
CK-80.44902,CK,44902,SALMON RUN CREEK,CK-80,54.46553004,-128.0889411,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.44907,CK,44907,TRAPLINE CREEK,CK-80,54.4267753,-128.0384012,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.47819,CK,47819,ZYMOETZ RIVER-LOWER,CK-80,54.54858262,-128.4815671,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.47824,CK,47824,ZYMOETZ RIVER-UPPER,CK-80,54.47792182,-127.9334988,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.47829,CK,47829,THOMAS CREEK/LSK,CK-80,54.36153818,-127.9751458,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.47834,CK,47834,LIMONITE CREEK,CK-80,54.50089963,-127.9431322,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.69153,CK,69153,CLORE RIVER,CK-80,54.45301377,-128.039134,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.69155,CK,69155,KITNAYAKWA RIVER,CK-80,54.47339549,-127.9352204,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-80.69159,CK,69159,ZYMOETZ RIVER-UPPER BELOW MCDONELL,CK-80,54.7833761,-127.6391147,LSK,LSK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-81.45436,CK,45436,SICINTINE RIVER,CK-81,56.04263558,-127.9585233,USK,USK+NSKEst,NSKEst,Chinook,NA,NA,no,Raw_ts
CK-82.46256,CK,46256,ADAMS RIVER-UPPER,CK-82,51.41089723,-119.45611,STh,STh+GStr,GStr,Chinook,Ck_SBC,ADAMS RIVER-UPPER,yes,WSP_ts
CK-83.3334,CK,3334,NANAIMO RIVER,CK-83,49.13789534,-123.8957789,EVI,EVI+GStr,GStr,Chinook,NA,NA,no,Raw_ts
CK-83.39983,CK,39983,CHEMAINUS RIVER,CK-83,48.90015671,-123.6784421,EVI,EVI+GStr,GStr,Chinook,NA,NA,no,Raw_ts
CK-83.51518,CK,51518,NANAIMO RIVER,CK-83,49.13789534,-123.8957789,EVI,EVI+GStr,GStr,Chinook,NA,NA,yes,WSP_ts
CK-83.53068,CK,53068,PUNTLEDGE RIVER,CK-83,49.69652863,-124.9951978,EVI,EVI+GStr,GStr,Chinook,NA,NA,yes,WSP_ts
CK-83.69078,CK,69078,COWICHAN RIVER,CK-83,48.75355112,-123.6370155,EVI,EVI+GStr,GStr,Chinook,NA,NA,no,Raw_ts
CK-83.7566,CK,7566,FIRST NANAIMO  LAKE,CK-83,49.09471334,-124.1604389,EVI,EVI+GStr,GStr,Chinook,NA,NA,no,Raw_ts
CK-83.7751,CK,7751,COWICHAN RIVER,CK-83,48.75355112,-123.6370155,EVI,EVI+GStr,GStr,Chinook,NA,NA,no,Raw_ts
CM-02.47925,CM,47925,ALOUETTE RIVER,CM-02,49.26454603,-122.7073541,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47077,CM,47077,ATCHELITZ CREEK,CM-02,49.15758184,-121.9920367,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.7473,CM,7473,BARNES CREEK,CM-02,49.19895604,-122.0493093,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47013,CM,47013,BARRETT CREEK,CM-02,49.07526046,-121.8693538,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48043,CM,48043,BELCHARTON CREEK,CM-02,49.21624661,-122.2514548,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46075,CM,46075,BIG SILVER CREEK,CM-02,49.57559391,-121.8286997,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47935,CM,47935,BLANEY CREEK,CM-02,49.27141497,-122.6455464,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47958,CM,47958,BOISE CREEK,CM-02,49.62002861,-122.6604675,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.487,CM,487,BORDEN CREEK,CM-02,49.07690084,-121.7325508,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48041,CM,48041,BOUCHIER CREEK,CM-02,49.20182493,-122.2589301,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46973,CM,46973,BROUSSEAU CREEK,CM-02,49.12221204,-122.0955342,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47906,CM,47906,BRUNETTE RIVER,CM-02,49.22036542,-122.891799,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47082,CM,47082,CAMP SLOUGH,CM-02,49.19588632,-121.9023174,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47055,CM,47055,CENTRE CREEK,CM-02,49.1024698,-121.5363829,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46041,CM,46041,CHEHALIS RIVER,CM-02,49.27424994,-121.9359617,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,yes,WSP_ts
CM-02.47075,CM,47075,CHILLIWACK CREEK,CM-02,49.16572261,-122.0129649,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46984,CM,46984,CHILLIWACK RIVER,CM-02,49.12566398,-122.0981661,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48025,CM,48025,CHILQUA CREEK,CM-02,49.17552329,-122.2308644,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48016,CM,48016,CLAYBURN CREEK,CM-02,49.11050177,-122.3217077,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46067,CM,46067,COGBURN CREEK,CM-02,49.53455563,-121.7638652,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47980,CM,47980,COGHLAN CREEK,CM-02,49.12142375,-122.56754,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47939,CM,47939,COHO CREEK,CM-02,49.24072157,-122.6219207,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47910,CM,47910,COQUITLAM RIVER,CM-02,49.22648919,-122.8055618,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47069,CM,47069,DEPOT CREEK,CM-02,49.02928794,-121.4015167,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46974,CM,46974,DEROCHE CREEK,CM-02,49.18290532,-122.0739859,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46086,CM,46086,DOUGLAS CREEK,CM-02,49.76361308,-122.1547819,LILL,LILL+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48018,CM,48018,DRAPER CREEK,CM-02,49.16069383,-122.2470475,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46057,CM,46057,EAST CREEK,CM-02,49.31678927,-121.8835652,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47084,CM,47084,ELK CREEK,CM-02,49.18304605,-121.8994457,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47052,CM,47052,FIFTEEN MILE CREEK,CM-02,49.10679927,-121.5225597,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47038,CM,47038,FOLEY CREEK,CM-02,49.1064586,-121.6363866,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.45780,CM,45780,FOLEY CREEK SIDE CHANNEL,CM-02,49.1064586,-121.6363866,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47048,CM,47048,FOURTEEN MILE CREEK,CM-02,49.10389704,-121.5379592,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46991,CM,46991,GIESBRECHT SPAWNING CHANNEL,CM-02,49.11869951,-122.0921571,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47086,CM,47086,GREYELL SLOUGH,CM-02,49.21081812,-121.8792928,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46033,CM,46033,HARRISON RIVER,CM-02,49.21890305,-121.9450663,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,yes,WSP_ts
CM-02.46971,CM,46971,HAWKINS CREEK,CM-02,49.17777022,-122.1504128,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47098,CM,47098,HICKS CREEK,CM-02,49.29958784,-121.7152829,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47081,CM,47081,HOPE SLOUGH,CM-02,49.17964459,-121.979722,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.44645,CM,44645,HOPEDALE CREEK,CM-02,49.12068628,-122.0940516,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.1251,CM,1251,HOPEDALE SLOUGH,CM-02,49.09193267,-122.0347981,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47009,CM,47009,HOPEDALE SLOUGH,CM-02,49.09193267,-122.0347981,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47914,CM,47914,HOY CREEK,CM-02,49.27650852,-122.8046365,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47941,CM,47941,HYDE CREEK,CM-02,49.28507705,-122.7350046,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47559,CM,47559,INCH CREEK,CM-02,49.17054647,-122.1559364,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47963,CM,47963,KANAKA CREEK,CM-02,49.20039811,-122.5851666,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.45696,CM,45696,KATZ CREEK,CM-02,49.1675396,-122.1382792,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48029,CM,48029,KENWORTHY CREEK,CM-02,49.19877778,-122.2519365,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48036,CM,48036,LAGACE CREEK,CM-02,49.20006197,-122.2511209,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46966,CM,46966,LILLOOET RIVER (LOWER),CM-02,49.74741205,-122.1500543,LILL,LILL+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47021,CM,47021,LIUMCHEN CREEK,CM-02,49.07894941,-121.9209188,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47072,CM,47072,LONZO CREEK,CM-02,49.05702591,-122.1816577,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47105,CM,47105,LORENZETTA CREEK,CM-02,49.31780448,-121.6237061,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47079,CM,47079,LUCKAKUCK CREEK,CM-02,49.14979178,-121.9744091,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47950,CM,47950,MACINTYRE CREEK,CM-02,49.31406146,-122.6810064,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47109,CM,47109,MAHOOD CREEK,CM-02,49.34249263,-121.628967,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47095,CM,47095,MARIA SLOUGH,CM-02,49.22791876,-121.733305,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47088,CM,47088,MOUNTAIN SLOUGH,CM-02,49.23260622,-121.8574028,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47992,CM,47992,NATHAN CREEK,CM-02,49.16533511,-122.488571,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47041,CM,47041,NESAKWATCH CREEK,CM-02,49.09013929,-121.5960036,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47554,CM,47554,NICOMEN SLOUGH,CM-02,49.14290262,-122.1818542,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47557,CM,47557,NORRISH CREEK,CM-02,49.16723731,-122.1714973,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47928,CM,47928,NORTH ALOUETTE RIVER,CM-02,49.26713315,-122.667513,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47916,CM,47916,OR CREEK,CM-02,49.34184698,-122.7713456,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47943,CM,47943,PARTINGTON CREEK,CM-02,49.27906845,-122.7108761,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47015,CM,47015,PEACH CREEK,CM-02,49.09162164,-121.9554924,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.45917,CM,45917,PETERS SLOUGH,CM-02,49.58702088,-122.6420061,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47062,CM,47062,POST CREEK,CM-02,49.09192156,-121.4794531,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46091,CM,46091,PURCELL CREEK,CM-02,49.74075361,-122.1020492,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46976,CM,46976,PYE CREEK,CM-02,49.19477475,-122.0547784,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.45698,CM,45698,RANGER CREEK,CM-02,49.08184299,-121.7030941,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47024,CM,47024,RYDER CREEK,CM-02,49.08148685,-121.8842796,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46054,CM,46054,SAKWI CREEK,CM-02,49.32931022,-121.8778564,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47970,CM,47970,SALMON RIVER,CM-02,49.17717327,-122.5870104,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46993,CM,46993,SALWEIN CREEK,CM-02,49.09128025,-122.0450558,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47907,CM,47907,SCHOOLHOUSE CREEK,CM-02,49.22471033,-122.850378,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47551,CM,47551,SCOREY CREEK,CM-02,49.18509256,-122.2353077,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47912,CM,47912,SCOTT CREEK,CM-02,49.26092747,-122.7963599,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46978,CM,46978,SIDDALL CREEK,CM-02,49.21006581,-122.011062,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48012,CM,48012,SILVERDALE CREEK,CM-02,49.13375084,-122.3580502,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47035,CM,47035,SLESSE CREEK,CM-02,49.07812985,-121.7085116,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46096,CM,46096,SLOQUET CREEK,CM-02,49.76499948,-122.2029894,LILL,LILL+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46037,CM,46037,SQUAWKUM CREEK,CM-02,49.23323772,-122.0001515,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,yes,WSP_ts
CM-02.48008,CM,48008,STAVE RIVER,CM-02,49.17248681,-122.4235141,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,yes,WSP_ts
CM-02.46052,CM,46052,STEELHEAD CREEK,CM-02,49.22531499,-122.3519529,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47000,CM,47000,STREET CREEK,CM-02,49.09132843,-122.0367068,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46980,CM,46980,SUMAS RIVER,CM-02,49.14204671,-122.1245773,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47018,CM,47018,SWELTZER RIVER,CM-02,49.09355019,-121.9626553,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47028,CM,47028,TAMIHI CREEK,CM-02,49.07039072,-121.8413471,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47030,CM,47030,THURSTON CREEK,CM-02,49.07967558,-121.7447951,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46081,CM,46081,TIPELLA CREEK,CM-02,49.74315616,-122.1508804,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46062,CM,46062,TROUT LAKE CREEK,CM-02,49.3419005,-121.7474738,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46071,CM,46071,TWENTY MILE CREEK,CM-02,49.5340066,-121.8840218,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46989,CM,46989,UPPER CHILLIWACK RIVER,CM-02,49.01504784,-121.4086645,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47920,CM,47920,UPPER PITT RIVER,CM-02,49.56628595,-122.6343385,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47552,CM,47552,WADES CREEK,CM-02,49.13389955,-122.1807547,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47102,CM,47102,WAHLEACH CREEK,CM-02,49.31677359,-121.6262802,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47089,CM,47089,WAHLEACH SLOUGH,CM-02,49.21999166,-121.6913803,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46047,CM,46047,WEAVER CREEK,CM-02,49.31411526,-121.8770135,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,yes,WSP_ts
CM-02.47985,CM,47985,WEST CREEK,CM-02,49.1626424,-122.5309462,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.48002,CM,48002,WHONNOCK CREEK,CM-02,49.17386181,-122.4601979,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47957,CM,47957,WIDGEON CREEK,CM-02,49.35569131,-122.6319894,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.46969,CM,46969,WORTH CREEK,CM-02,49.28559205,-122.0500961,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-02.47960,CM,47960,YORKSON CREEK,CM-02,49.19602396,-122.653874,LFR,LFR+GStr,GStr,Chum,Cm_Fraser,NA,no,Raw_ts
CM-03.45664,CM,45664,THIRTY SEVEN MILE CREEK,CM-03,50.1291946,-123.3979316,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.48610,CM,48610,HUTCHINSON CREEK,CM-03,49.45179812,-123.4716487,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.48620,CM,48620,LANGDALE CREEK,CM-03,49.43302533,-123.4742353,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.48800,CM,48800,SHANNON CREEK,CM-03,49.67443476,-123.1612421,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.48940,CM,48940,BISHOP CREEK,CM-03,49.43415725,-122.8759503,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49447,CM,49447,CENTRE CREEK,CM-03,49.48172377,-123.3754081,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49452,CM,49452,WHISPERING CREEK,CM-03,49.47184547,-123.4017523,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49457,CM,49457,WEST BAY CREEK,CM-03,49.46187961,-123.4192647,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49462,CM,49462,MANNION CREEK,CM-03,49.46257467,-123.4469823,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49812,CM,49812,NOONS CREEK,CM-03,49.2840874,-122.8343682,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49817,CM,49817,MOSSOM CREEK,CM-03,49.29950169,-122.868376,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49822,CM,49822,RICHARDS CREEK,CM-03,49.3844362,-122.8635078,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49827,CM,49827,INDIAN RIVER,CM-03,49.46469148,-122.8822693,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49837,CM,49837,MCCARTNEY CREEK,CM-03,49.30838395,-122.9988825,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49842,CM,49842,SEYMOUR RIVER,CM-03,49.30304157,-123.0250671,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49847,CM,49847,MAPLEWOOD CREEK,CM-03,49.34750317,-123.0010454,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49852,CM,49852,LYNN CREEK,CM-03,49.30030434,-123.039372,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49857,CM,49857,HASTINGS CREEK,CM-03,49.32467023,-123.0282625,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49862,CM,49862,MOSQUITO CREEK,CM-03,49.31453257,-123.0910418,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49867,CM,49867,MACKAY CREEK,CM-03,49.31441852,-123.103327,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49872,CM,49872,CAPILANO RIVER,CM-03,49.32113461,-123.1411351,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49877,CM,49877,BROTHERS CREEK,CM-03,49.32861977,-123.1306942,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49882,CM,49882,EAGLE CREEK,CM-03,49.35387775,-123.2674427,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49887,CM,49887,NELSON CREEK,CM-03,49.35637795,-123.2686045,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49892,CM,49892,TERMINAL CREEK,CM-03,49.38541951,-123.3433291,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49910,CM,49910,STAWAMUS RIVER,CM-03,49.68840236,-123.151017,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49917,CM,49917,STAWAMUS SPAWNING CHANNEL,CM-03,49.68860765,-123.1511118,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49927,CM,49927,SQUAMISH RIVER,CM-03,49.70083431,-123.1827509,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49932,CM,49932,MAMQUAM RIVER,CM-03,49.73218116,-123.14798,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49938,CM,49938,MEIGHAN CREEK,CM-03,49.74838371,-123.1412166,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49943,CM,49943,MASHITER SPAWNING CHANNEL,CM-03,49.7298,-123.1113,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49948,CM,49948,BRENNAN CHANNEL,CM-03,49.7298,-123.1413,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49953,CM,49953,TIEMPO SPAWNING CHANNEL,CM-03,49.7298,-123.1213,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49961,CM,49961,MASHITER CREEK,CM-03,49.73377476,-123.1146857,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49968,CM,49968,MAMQUAM SPAWNING CHANNEL,CM-03,49.7298,-123.1213,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49973,CM,49973,HOP RANCH CREEK,CM-03,49.7522763,-123.1408195,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49978,CM,49978,DRYDEN CREEK,CM-03,49.75573241,-123.1383217,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49983,CM,49983,JUDD SLOUGH,CM-03,49.75565658,-123.1596466,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49988,CM,49988,CHEAKAMUS RIVER,CM-03,49.77814025,-123.1719228,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.49998,CM,49998,LOWER PARADISE CHANNEL,CM-03,49.8198,-123.1513,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.50003,CM,50003,MOODY CHANNEL,CM-03,49.7998,-123.1513,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.50008,CM,50008,UPPER PARADISE CHANNEL,CM-03,49.8299,-123.1513,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
CM-03.50013,CM,50013,TENDERFOOT CREEK,CM-03,49.81701315,-123.1500996,SC,SC+GStr,GStr,Chum,NA,NA,no,Raw_ts
