"Year","SpnForTrend_Total","Pop_ID","Pop_Name","CU_ID","CU_Name","Dataset","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Recruits_Total","Recruits_Wild","DU_ID"
1965,200,"50986","AHTA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",200,NA,NA,NA,NA,NA
2012,28250,"50896","AHNUHATI RIVER","CM-09","Upper Knight","Cm_ISC",28250,NA,NA,NA,NA,NA
1982,NA,"53096","DOVE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1979,900,"49510","WARNER BAY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",900,NA,NA,NA,NA,NA
1998,NA,"40001","WHITEHOUSE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1978,NA,"45883","WHALETOWN CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1932,NA,"50906","KWALATE CREEK","CM-09","Upper Knight","Cm_ISC",NA,NA,NA,NA,NA,NA
1962,7500,"50536","ORFORD RIVER","CM-07","Bute Inlet","Cm_ISC",7500,NA,NA,NA,NA,NA
1969,8000,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",8000,NA,NA,NA,NA,NA
2000,15577,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",15577,NA,NA,NA,NA,NA
2004,NA,"40191","TUGWELL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1971,3500,"49610","WAUMP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",3500,NA,NA,NA,NA,NA
1988,NA,"45853","HEADQUARTERS CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1957,NA,"40141","LANNON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1969,5500,"48715","PENDER HARBOUR CREEKS","CM-04","Georgia Strait","Cm_ISC",5500,NA,NA,NA,NA,NA
1955,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2000,550,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",550,NA,NA,NA,NA,NA
1980,10000,"51096","KINGCOME RIVER","CM-08","Southern Coastal Streams","Cm_ISC",10000,NA,NA,NA,NA,NA
1981,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1932,NA,"49630","CHIEF NOWLEY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1984,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1971,14500,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",14500,NA,NA,NA,NA,NA
1934,NA,"49540","WAWWATL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1967,NA,"49560","NUGENT CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1987,NA,"45853","HEADQUARTERS CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2013,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1980,500,"51116","WAKEMAN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",500,NA,NA,NA,NA,NA
1968,NA,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1961,35000,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",35000,NA,NA,NA,NA,NA
2006,5401,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",5401,NA,NA,NA,NA,NA
2005,NA,"50897","AHNUHATI RIVER","CM-09","Upper Knight","Cm_ISC",NA,NA,NA,NA,NA,NA
1972,25,"40191","TUGWELL CREEK","CM-04","Georgia Strait","Cm_ISC",25,NA,NA,NA,NA,NA
1938,NA,"49560","NUGENT CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1970,NA,"45883","WHALETOWN CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1942,NA,"49620","JAP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1965,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2012,53647,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",53647,NA,NA,NA,NA,NA
1955,75,"49560","NUGENT CREEK","CM-08","Southern Coastal Streams","Cm_ISC",75,NA,NA,NA,NA,NA
2007,NA,"40201","MUIR CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1960,3500,"48715","PENDER HARBOUR CREEKS","CM-04","Georgia Strait","Cm_ISC",3500,NA,NA,NA,NA,NA
1930,NA,"51116","WAKEMAN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2010,24458,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",24458,NA,NA,NA,NA,NA
1977,40000,"50536","ORFORD RIVER","CM-07","Bute Inlet","Cm_ISC",40000,NA,NA,NA,NA,NA
1970,200,"49490","BAMFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",200,NA,NA,NA,NA,NA
1958,NA,"49540","WAWWATL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1965,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1983,NA,"49600","ALISON RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2004,7,"53016","BLACK CREEK","CM-04","Georgia Strait","Cm_ISC",7,NA,NA,NA,NA,NA
2008,NA,"246","SHAW CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2002,134200,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",134200,NA,NA,NA,NA,NA
1932,NA,"49620","JAP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1989,NA,"53096","DOVE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1940,NA,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1972,15000,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",15000,NA,NA,NA,NA,NA
1963,750,"48715","PENDER HARBOUR CREEKS","CM-04","Georgia Strait","Cm_ISC",750,NA,NA,NA,NA,NA
2003,2603,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",2603,NA,NA,NA,NA,NA
1972,700,"49550","RAINBOW CREEK","CM-08","Southern Coastal Streams","Cm_ISC",700,NA,NA,NA,NA,NA
1964,NA,"40171","ROCKY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,NA,"45883","WHALETOWN CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1996,NA,"49630","CHIEF NOWLEY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1984,NA,"53096","DOVE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1996,NA,"216","PATRICIA CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1961,1500,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",1500,NA,NA,NA,NA,NA
1976,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1986,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1954,NA,"49560","NUGENT CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1969,NA,"49650","QUASHELLA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1960,35000,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",35000,NA,NA,NA,NA,NA
2002,NA,"53046","LITTLE RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2014,1854,"50536","ORFORD RIVER","CM-07","Bute Inlet","Cm_ISC",1854,NA,NA,NA,NA,NA
2011,128363,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",128363,NA,NA,NA,NA,NA
1994,148062,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",148062,NA,NA,NA,NA,NA
1961,NA,"40171","ROCKY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2010,362,"51096","KINGCOME RIVER","CM-08","Southern Coastal Streams","Cm_ISC",362,NA,NA,NA,NA,NA
1970,25,"40191","TUGWELL CREEK","CM-04","Georgia Strait","Cm_ISC",25,NA,NA,NA,NA,NA
1987,NA,"48426","LEE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1974,NA,"52706","EVE RIVER","CM-05","Northeast Vancouver Island","Cm_ISC",NA,NA,NA,NA,NA,NA
1960,7500,"51096","KINGCOME RIVER","CM-08","Southern Coastal Streams","Cm_ISC",7500,NA,NA,NA,NA,NA
1982,5750,"50976","KAKWEIKEN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",5750,NA,NA,NA,NA,NA
2015,NA,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2009,NA,"40211","KIRBY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1955,NA,"40181","CHARTERS RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2006,NA,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2015,37046,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",37046,NA,NA,NA,NA,NA
1966,53850,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",53850,NA,NA,NA,NA,NA
2013,2827,"51116","WAKEMAN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",2827,NA,NA,NA,NA,NA
1956,750,"49480","EVA CREEK","CM-08","Southern Coastal Streams","Cm_ISC",750,NA,NA,NA,NA,NA
2007,48704,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",48704,NA,NA,NA,NA,NA
1934,NA,"50976","KAKWEIKEN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1953,750,"49650","QUASHELLA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",750,NA,NA,NA,NA,NA
2007,81,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",81,NA,NA,NA,NA,NA
2005,NA,"246","SHAW CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2014,NA,"40171","ROCKY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1930,NA,"50906","KWALATE CREEK","CM-09","Upper Knight","Cm_ISC",NA,NA,NA,NA,NA,NA
1955,35000,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",35000,NA,NA,NA,NA,NA
2014,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1936,NA,"49560","NUGENT CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1993,NA,"52706","EVE RIVER","CM-05","Northeast Vancouver Island","Cm_ISC",NA,NA,NA,NA,NA,NA
1983,1800,"49610","WAUMP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",1800,NA,NA,NA,NA,NA
1967,7500,"50896","AHNUHATI RIVER","CM-09","Upper Knight","Cm_ISC",7500,NA,NA,NA,NA,NA
1943,NA,"49650","QUASHELLA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1960,3500,"49520","TAALTZ CREEK","CM-08","Southern Coastal Streams","Cm_ISC",3500,NA,NA,NA,NA,NA
2009,NA,"146","GLENORA CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1968,25,"50906","KWALATE CREEK","CM-09","Upper Knight","Cm_ISC",25,NA,NA,NA,NA,NA
1983,13,"49590","WAAMTX CREEK","CM-08","Southern Coastal Streams","Cm_ISC",13,NA,NA,NA,NA,NA
1934,NA,"51116","WAKEMAN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1995,NA,"53046","LITTLE RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1957,NA,"45853","HEADQUARTERS CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1949,NA,"49620","JAP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,3500,"49510","WARNER BAY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",3500,NA,NA,NA,NA,NA
1974,NA,"40141","LANNON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1962,NA,"49650","QUASHELLA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1975,350,"49480","EVA CREEK","CM-08","Southern Coastal Streams","Cm_ISC",350,NA,NA,NA,NA,NA
1960,7500,"50896","AHNUHATI RIVER","CM-09","Upper Knight","Cm_ISC",7500,NA,NA,NA,NA,NA
1962,NA,"40171","ROCKY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1998,NA,"49610","WAUMP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,NA,"49600","ALISON RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1970,15000,"50986","AHTA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",15000,NA,NA,NA,NA,NA
1932,NA,"50976","KAKWEIKEN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1999,NA,"40101","COLQUITZ RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1954,35000,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",35000,NA,NA,NA,NA,NA
1979,800,"50996","AHTA VALLEY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",800,NA,NA,NA,NA,NA
1936,NA,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1970,25,"40211","KIRBY CREEK","CM-04","Georgia Strait","Cm_ISC",25,NA,NA,NA,NA,NA
1963,35000,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",35000,NA,NA,NA,NA,NA
2009,NA,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1931,NA,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1991,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1964,NA,"49650","QUASHELLA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2009,NA,"40141","LANNON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2006,NA,"40141","LANNON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2004,NA,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2001,NA,"48426","LEE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1955,15000,"40161","DE MAMIEL CREEK","CM-04","Georgia Strait","Cm_ISC",15000,NA,NA,NA,NA,NA
1959,1500,"49510","WARNER BAY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",1500,NA,NA,NA,NA,NA
1956,7500,"49080","THEODOSIA RIVER","CM-04","Georgia Strait","Cm_ISC",7500,NA,NA,NA,NA,NA
1959,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1976,65,"49550","RAINBOW CREEK","CM-08","Southern Coastal Streams","Cm_ISC",65,NA,NA,NA,NA,NA
1969,NA,"49630","CHIEF NOWLEY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2009,NA,"246","SHAW CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1977,NA,"146","GLENORA CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1989,NA,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1967,NA,"49470","WODEFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1966,7500,"40151","SOOKE RIVER","CM-04","Georgia Strait","Cm_ISC",7500,NA,NA,NA,NA,NA
1993,205274,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",205274,NA,NA,NA,NA,NA
1974,NA,"49660","PACK LAKE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1969,750,"40201","MUIR CREEK","CM-04","Georgia Strait","Cm_ISC",750,NA,NA,NA,NA,NA
1983,NA,"49470","WODEFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2007,45222,"40151","SOOKE RIVER","CM-04","Georgia Strait","Cm_ISC",45222,NA,NA,NA,NA,NA
2008,NA,"40211","KIRBY CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1970,15000,"51096","KINGCOME RIVER","CM-08","Southern Coastal Streams","Cm_ISC",15000,NA,NA,NA,NA,NA
1989,NA,"49540","WAWWATL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1998,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2003,1333,"51116","WAKEMAN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",1333,NA,NA,NA,NA,NA
1995,NA,"40001","WHITEHOUSE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2007,NA,"45853","HEADQUARTERS CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1953,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,75,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",75,NA,NA,NA,NA,NA
1974,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1964,200,"49490","BAMFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",200,NA,NA,NA,NA,NA
1971,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1997,NA,"49550","RAINBOW CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1961,75,"40201","MUIR CREEK","CM-04","Georgia Strait","Cm_ISC",75,NA,NA,NA,NA,NA
2001,169196,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",169196,NA,NA,NA,NA,NA
1995,NA,"48426","LEE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2008,NA,"40151","SOOKE RIVER","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1967,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2013,407,"50986","AHTA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",407,NA,NA,NA,NA,NA
1978,37000,"49520","TAALTZ CREEK","CM-08","Southern Coastal Streams","Cm_ISC",37000,NA,NA,NA,NA,NA
2002,100105,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",100105,NA,NA,NA,NA,NA
1957,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1990,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1976,NA,"49580","BOYDELL CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1971,200,"49550","RAINBOW CREEK","CM-08","Southern Coastal Streams","Cm_ISC",200,NA,NA,NA,NA,NA
2010,33508,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",33508,NA,NA,NA,NA,NA
2006,NA,"156","KELVIN CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1954,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1970,NA,"53096","DOVE CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1999,NA,"50906","KWALATE CREEK","CM-09","Upper Knight","Cm_ISC",NA,NA,NA,NA,NA,NA
1961,NA,"48426","LEE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1956,15000,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",15000,NA,NA,NA,NA,NA
2015,NA,"40191","TUGWELL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2002,3738,"156","KELVIN CREEK","CM-04","Georgia Strait","Cm_ISC",3738,NA,NA,NA,NA,NA
1973,25,"49480","EVA CREEK","CM-08","Southern Coastal Streams","Cm_ISC",25,NA,NA,NA,NA,NA
1980,50,"50906","KWALATE CREEK","CM-09","Upper Knight","Cm_ISC",50,NA,NA,NA,NA,NA
2003,2945,"50976","KAKWEIKEN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",2945,NA,NA,NA,NA,NA
2003,2076,"50986","AHTA RIVER","CM-08","Southern Coastal Streams","Cm_ISC",2076,NA,NA,NA,NA,NA
1955,NA,"49660","PACK LAKE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1955,35000,"51056","VINER SOUND CREEK","CM-08","Southern Coastal Streams","Cm_ISC",35000,NA,NA,NA,NA,NA
2000,18227,"51386","LITTLE QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",18227,NA,NA,NA,NA,NA
1949,NA,"50976","KAKWEIKEN RIVER","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2001,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1983,40,"40201","MUIR CREEK","CM-04","Georgia Strait","Cm_ISC",40,NA,NA,NA,NA,NA
2012,NA,"156","KELVIN CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2001,NA,"51171","BUGHOUSE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1954,1500,"49590","WAAMTX CREEK","CM-08","Southern Coastal Streams","Cm_ISC",1500,NA,NA,NA,NA,NA
1972,35000,"50536","ORFORD RIVER","CM-07","Bute Inlet","Cm_ISC",35000,NA,NA,NA,NA,NA
1987,NA,"51171","BUGHOUSE CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1985,17000,"48715","PENDER HARBOUR CREEKS","CM-04","Georgia Strait","Cm_ISC",17000,NA,NA,NA,NA,NA
1934,NA,"49550","RAINBOW CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1990,75153,"53066","PUNTLEDGE RIVER","CM-04","Georgia Strait","Cm_ISC",75153,NA,NA,NA,NA,NA
2001,2,"53016","BLACK CREEK","CM-04","Georgia Strait","Cm_ISC",2,NA,NA,NA,NA,NA
1958,750,"50996","AHTA VALLEY CREEK","CM-08","Southern Coastal Streams","Cm_ISC",750,NA,NA,NA,NA,NA
2009,NA,"206","OLIVER CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1992,NA,"49620","JAP CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1953,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1989,NA,"246","SHAW CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2001,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1980,NA,"49570","SCHWARTZENBERG LAGOON CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1963,35000,"51366","QUALICUM RIVER","CM-04","Georgia Strait","Cm_ISC",35000,NA,NA,NA,NA,NA
1989,NA,"49470","WODEFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1937,NA,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
1975,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1967,NA,"45657","LUNSON CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1986,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1965,3500,"40201","MUIR CREEK","CM-04","Georgia Strait","Cm_ISC",3500,NA,NA,NA,NA,NA
1983,7700,"50896","AHNUHATI RIVER","CM-09","Upper Knight","Cm_ISC",7700,NA,NA,NA,NA,NA
1964,NA,"49470","WODEFORD CREEK","CM-08","Southern Coastal Streams","Cm_ISC",NA,NA,NA,NA,NA,NA
2013,NA,"51346","THAMES CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1978,5,"49670","LASSITER AND ROWLEY CREEKS","CM-08","Southern Coastal Streams","Cm_ISC",5,NA,NA,NA,NA,NA
1959,NA,"40091","SANDHILL CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
2014,NA,"40131","AYUM CREEK","CM-04","Georgia Strait","Cm_ISC",NA,NA,NA,NA,NA,NA
1958,3500,"40131","AYUM CREEK","CM-04","Georgia Strait","Cm_ISC",3500,NA,NA,NA,NA,NA
