"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","SpnForTrend_Total","StartYear","UseYear","SpnForTrend_Wild","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1984,"TRUE ABUNDANCE (TYPE-2)",122403,1984,TRUE,122403,122403,122403,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1985,"TRUE ABUNDANCE (TYPE-2)",175419,1984,TRUE,175419,175419,175419,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1986,"TRUE ABUNDANCE (TYPE-2)",163329,1984,TRUE,163329,163329,163329,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1987,"TRUE ABUNDANCE (TYPE-2)",79956,1984,TRUE,79956,79956,79956,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1988,"TRUE ABUNDANCE (TYPE-2)",35583,1984,TRUE,35583,35583,35583,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1989,"TRUE ABUNDANCE (TYPE-2)",76085,1984,TRUE,76085,76085,76085,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1990,"TRUE ABUNDANCE (TYPE-2)",178854,1984,TRUE,178854,178854,178854,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1991,"TRUE ABUNDANCE (TYPE-2)",92079,1984,TRUE,92079,92079,92079,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1992,"TRUE ABUNDANCE (TYPE-2)",132385,1984,TRUE,132385,132385,132385,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1993,"TRUE ABUNDANCE (TYPE-2)",120487,1984,TRUE,120487,120487,120487,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1994,"TRUE ABUNDANCE (TYPE-2)",99649,1984,TRUE,99649,99649,99649,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1995,"TRUE ABUNDANCE (TYPE-2)",28835,1984,TRUE,28835,28835,28835,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1996,"TRUE ABUNDANCE (TYPE-2)",38643,1984,TRUE,38643,38643,38643,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1997,"TRUE ABUNDANCE (TYPE-2)",71955,1984,TRUE,71955,71955,71955,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1998,"TRUE ABUNDANCE (TYPE-2)",201261,1984,TRUE,201261,201261,201261,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,1999,"TRUE ABUNDANCE (TYPE-2)",105536,1984,TRUE,105536,105536,105536,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2000,"TRUE ABUNDANCE (TYPE-2)",79141,1984,TRUE,79141,79141,79141,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2001,"TRUE ABUNDANCE (TYPE-2)",109836,1984,TRUE,109836,109836,109836,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2002,"TRUE ABUNDANCE (TYPE-2)",84410,1984,TRUE,84410,84410,84410,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2003,"TRUE ABUNDANCE (TYPE-2)",247916,1984,TRUE,247916,247916,247916,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2004,"TRUE ABUNDANCE (TYPE-2)",140270,1984,TRUE,140270,140270,140270,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2005,"TRUE ABUNDANCE (TYPE-2)",88778,1984,TRUE,88778,88778,88778,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2006,"TRUE ABUNDANCE (TYPE-2)",60638,1984,TRUE,60638,60638,60638,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2007,"TRUE ABUNDANCE (TYPE-2)",76665,1984,TRUE,76665,76665,76665,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2008,"TRUE ABUNDANCE (TYPE-2)",41805,1984,TRUE,41805,41805,41805,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2009,"TRUE ABUNDANCE (TYPE-2)",70281,1984,TRUE,70281,70281,70281,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2010,"TRUE ABUNDANCE (TYPE-2)",103649,1984,TRUE,103649,103649,103649,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2011,"TRUE ABUNDANCE (TYPE-2)",123710,1984,TRUE,123710,123710,123710,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2012,"TRUE ABUNDANCE (TYPE-2)",44691,1984,TRUE,44691,44691,44691,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2013,"TRUE ABUNDANCE (TYPE-2)",43160,1984,TRUE,43160,43160,43160,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2014,"TRUE ABUNDANCE (TYPE-2)",44915,1984,TRUE,44915,44915,44915,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2015,"TRUE ABUNDANCE (TYPE-2)",101780,1984,TRUE,101780,101780,101780,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2016,"TRUE ABUNDANCE (TYPE-2)",41327,1984,TRUE,41327,41327,41327,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2017,"TRUE ABUNDANCE (TYPE-2)",29799,1984,TRUE,29799,29799,29799,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2018,"TRUE ABUNDANCE (TYPE-2)",46094,1984,TRUE,46094,46094,46094,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2019,"TRUE ABUNDANCE (TYPE-2)",45186,1984,TRUE,45186,45186,45186,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2020,"TRUE ABUNDANCE (TYPE-2)",43087,1984,TRUE,43087,43087,43087,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2021,"TRUE ABUNDANCE (TYPE-2)",36449,1984,TRUE,36449,36449,36449,NA,NA
"Lower Fraser River_FA_0.3","LFR-fall","DU2","CK-03","HARRISON RIVER",46034,2022,"TRUE ABUNDANCE (TYPE-2)",81649,1984,TRUE,81649,81649,81649,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2005,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2006,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2007,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2008,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2009,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2010,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2011,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2012,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2013,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2014,"QualFiltered",NA,2005,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2015,"RELATIVE ABUNDANCE (TYPE-3)",94,2005,TRUE,94,94,94,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2016,"RELATIVE ABUNDANCE (TYPE-4)",48,2005,TRUE,48,48,48,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2017,"RELATIVE ABUNDANCE (TYPE-3)",105,2005,TRUE,105,105,105,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2018,"RELATIVE ABUNDANCE (TYPE-3)",20,2005,TRUE,20,20,20,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2019,"RELATIVE ABUNDANCE (TYPE-3)",31,2005,TRUE,31,31,31,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2020,"RELATIVE ABUNDANCE (TYPE-4)",66,2005,TRUE,66,66,66,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2021,"RELATIVE ABUNDANCE (TYPE-4)",60,2005,TRUE,60,60,60,NA,NA
"Lower Fraser River_SU_1.3","LFR-summer","DU5","CK-06","BIG SILVER CREEK",46076,2022,"RELATIVE ABUNDANCE (TYPE-4)",12,2005,TRUE,12,12,12,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1975,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1976,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1977,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1978,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1979,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1980,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1981,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1982,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1983,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1984,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1985,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1986,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1987,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1988,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1989,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1990,"QualFiltered",NA,1975,TRUE,NA,NA,NA,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1991,"RELATIVE ABUNDANCE (TYPE-4)",265,1975,TRUE,265,265,265,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1992,"RELATIVE ABUNDANCE (TYPE-4)",738,1975,TRUE,738,738,738,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1993,"RELATIVE ABUNDANCE (TYPE-4)",268,1975,TRUE,268,268,268,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1994,"RELATIVE ABUNDANCE (TYPE-4)",371,1975,TRUE,371,371,371,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1995,"RELATIVE ABUNDANCE (TYPE-4)",162,1975,TRUE,162,162,162,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1996,"RELATIVE ABUNDANCE (TYPE-4)",292,1975,TRUE,292,292,292,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1997,"RELATIVE ABUNDANCE (TYPE-4)",573,1975,TRUE,573,573,573,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1998,"RELATIVE ABUNDANCE (TYPE-4)",567,1975,TRUE,567,567,567,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,1999,"RELATIVE ABUNDANCE (TYPE-4)",147,1975,TRUE,147,147,147,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2000,"RELATIVE ABUNDANCE (TYPE-4)",404,1975,TRUE,404,404,404,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2001,"RELATIVE ABUNDANCE (TYPE-4)",703,1975,TRUE,703,703,703,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2002,"RELATIVE ABUNDANCE (TYPE-4)",512,1975,TRUE,512,512,512,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2003,"RELATIVE ABUNDANCE (TYPE-4)",480,1975,TRUE,480,480,480,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2004,"RELATIVE ABUNDANCE (TYPE-4)",202,1975,TRUE,202,202,202,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2005,"RELATIVE ABUNDANCE (TYPE-4)",1491,1975,TRUE,1491,1491,1491,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2006,"RELATIVE ABUNDANCE (TYPE-4)",1259,1975,TRUE,1259,1259,1259,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2007,"RELATIVE ABUNDANCE (TYPE-4)",1968,1975,TRUE,1968,1968,1968,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2008,"RELATIVE ABUNDANCE (TYPE-4)",234,1975,TRUE,234,234,234,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2009,"RELATIVE ABUNDANCE (TYPE-4)",631,1975,TRUE,631,631,631,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2010,"RELATIVE ABUNDANCE (TYPE-4)",1520,1975,TRUE,1520,1520,1520,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2011,"RELATIVE ABUNDANCE (TYPE-4)",941,1975,TRUE,941,941,941,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2012,"RELATIVE ABUNDANCE (TYPE-4)",624,1975,TRUE,624,624,624,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2013,"RELATIVE ABUNDANCE (TYPE-4)",224,1975,TRUE,224,224,224,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2014,"RELATIVE ABUNDANCE (TYPE-4)",383,1975,TRUE,383,383,383,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2015,"RELATIVE ABUNDANCE (TYPE-3)",460,1975,TRUE,460,460,460,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2016,"RELATIVE ABUNDANCE (TYPE-4)",238,1975,TRUE,238,238,238,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2017,"RELATIVE ABUNDANCE (TYPE-3)",320,1975,TRUE,320,320,320,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2018,"RELATIVE ABUNDANCE (TYPE-3)",144,1975,TRUE,144,144,144,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2019,"RELATIVE ABUNDANCE (TYPE-3)",178,1975,TRUE,178,178,178,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2020,"RELATIVE ABUNDANCE (TYPE-4)",191,1975,TRUE,191,191,191,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2021,"RELATIVE ABUNDANCE (TYPE-4)",134,1975,TRUE,134,134,134,NA,NA
"Lower Fraser River_SP_1.3","LFR-spring","DU3","CK-04","BIRKENHEAD RIVER",46101,2022,"RELATIVE ABUNDANCE (TYPE-3)",275,1975,TRUE,275,275,275,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,1997,"INFILL",5586.44337942836,1997,TRUE,5586.44337942836,5586.44337942836,5586.44337942836,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,1998,"INFILL",7018.23815174754,1997,TRUE,7018.23815174754,7018.23815174754,7018.23815174754,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,1999,"RELATIVE ABUNDANCE (TYPE-4)",1815,1997,TRUE,1815,1815,1815,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2000,"RELATIVE ABUNDANCE (TYPE-4)",3205,1997,TRUE,3205,3205,3205,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2001,"RELATIVE ABUNDANCE (TYPE-4)",6904,1997,TRUE,6904,6904,6904,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2002,"RELATIVE ABUNDANCE (TYPE-4)",18927,1997,TRUE,18927,18927,18927,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2003,"INFILL",6395.31582852572,1997,TRUE,6395.31582852572,6395.31582852572,6395.31582852572,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2004,"RELATIVE ABUNDANCE (TYPE-4)",10010,1997,TRUE,10010,10010,10010,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2005,"INFILL",11221.0115697046,1997,TRUE,11221.0115697046,11221.0115697046,11221.0115697046,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2006,"RELATIVE ABUNDANCE (TYPE-4)",23646,1997,TRUE,23646,23646,23646,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2007,"RELATIVE ABUNDANCE (TYPE-4)",8549,1997,TRUE,8549,8549,8549,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2008,"RELATIVE ABUNDANCE (TYPE-4)",16898,1997,TRUE,16898,16898,16898,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2009,"INFILL",8818.07519220405,1997,TRUE,8818.07519220405,8818.07519220405,8818.07519220405,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2010,"INFILL",12163.5044579737,1997,TRUE,12163.5044579737,12163.5044579737,12163.5044579737,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2011,"RELATIVE ABUNDANCE (TYPE-4)",13783,1997,TRUE,13783,13783,13783,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2012,"RELATIVE ABUNDANCE (TYPE-4)",5174,1997,TRUE,5174,5174,5174,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2013,"INFILL",13139.4861789522,1997,TRUE,13139.4861789522,13139.4861789522,13139.4861789522,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2014,"RELATIVE ABUNDANCE (TYPE-4)",4433,1997,TRUE,4433,4433,4433,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2015,"RELATIVE ABUNDANCE (TYPE-4)",13671,1997,TRUE,13671,13671,13671,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2016,"INFILL",12945.761541306,1997,TRUE,12945.761541306,12945.761541306,12945.761541306,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2017,"INFILL",10539.5213327758,1997,TRUE,10539.5213327758,10539.5213327758,10539.5213327758,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2018,"RELATIVE ABUNDANCE (TYPE-4)",9682,1997,TRUE,9682,9682,9682,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2019,"INFILL",20607.9463955548,1997,TRUE,20607.9463955548,20607.9463955548,20607.9463955548,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2020,"INFILL",18005.2784148997,1997,TRUE,18005.2784148997,18005.2784148997,18005.2784148997,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2021,"INFILL",21659.3155336638,1997,TRUE,21659.3155336638,21659.3155336638,21659.3155336638,NA,NA
"South Thompson_SU_0.3","STh-0.3","DU12","CK-13","THOMPSON RIVER",46165,2022,"INFILL",16001.6635519177,1997,TRUE,16001.6635519177,16001.6635519177,16001.6635519177,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,1995,"TRUE ABUNDANCE (TYPE-2)",10774,1995,TRUE,10774,10774,10774,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,1996,"TRUE ABUNDANCE (TYPE-2)",17983,1995,TRUE,17983,17983,17983,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,1997,"TRUE ABUNDANCE (TYPE-2)",9747,1995,TRUE,9747,9747,9747,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,1998,"TRUE ABUNDANCE (TYPE-2)",1724,1995,TRUE,1724,1724,1724,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,1999,"TRUE ABUNDANCE (TYPE-2)",8281,1995,TRUE,8281,8281,8281,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2000,"TRUE ABUNDANCE (TYPE-2)",8309,1995,TRUE,8309,8309,8309,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2001,"TRUE ABUNDANCE (TYPE-2)",9105,1995,TRUE,9105,9105,9105,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2002,"TRUE ABUNDANCE (TYPE-2)",13022,1995,TRUE,13022,13022,13022,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2003,"TRUE ABUNDANCE (TYPE-2)",14630,1995,TRUE,14630,14630,14630,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2004,"TRUE ABUNDANCE (TYPE-2)",10258,1995,TRUE,10258,10258,10258,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2005,"TRUE ABUNDANCE (TYPE-2)",3368,1995,TRUE,3368,3368,3368,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2006,"TRUE ABUNDANCE (TYPE-2)",5211,1995,TRUE,5211,5211,5211,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2007,"TRUE ABUNDANCE (TYPE-2)",1126,1995,TRUE,1126,1126,1126,NA,NA
"Lower Thompson_SP_1.2","LTh","DU15","CK-17","NICOLA RIVER",46176,2008,"TRUE ABUNDANCE (TYPE-2)",4534,1995,TRUE,4534,4534,4534,NA,NA
