ReturnYear,ConservationUnit,SubPop,SpawnRDeme,TribDeme,WSP.2014.Data.Use.Categories,Final.Spawner.Estimate,Total.Escapement,Natural.Escapement,Total.Hatchery.Clipped.Escapement.Corrected,Total.Hatchery.Unclipped.Escapement.Corrected,Total.Prefishery.Abundance,prefishery.return.natural,prefishery.return.hatchery.clipped,prefishery.return.hatchery.unclipped,FN.Removals,Classroom.Removals,Fence.Mortalities,AFC.Harvest,Brood.Removed.below.or.at.estimation.site,Brood.Removed.above.estimation.site,BroodYear,Final.Clipped.ER,Smolt.Survival.MU,Final.Smolt.Survival,Average.Fry.Survival.across.CU.Years,Final.Fry.Survival,PeakCountDate,PeakSpawnDate,FinalEstType,EstClass,CompSysSurvey,DataQualClass,AdultPresent,Comments
1990,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1861.577563,2113.577563,1884.733466,0,228.8440966,8022.708827,7154.063367,0,868.6454599,0,0,0,0,252,0,1987,0.736550633,0.063263336,0.063263336,3.07E-06,0.009177448,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1991,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1234.225924,1397.225924,1384.709534,0,12.51639045,4331.901163,4293.095866,0,38.80529657,0,0,0,0,163,0,1988,0.677456647,0.065533638,0.065533638,3.53E-06,0.001549732,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1992,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1116.946538,1292.946538,997.8039438,0,295.142594,6975.556557,5383.237156,0,1592.319401,0,0,0,0,176,0,1989,0.814646111,0.071822887,0.071822887,5.10E-06,0.014909358,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1993,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1600.956704,1961.956704,1868.310782,0,93.64592214,15760.33352,15008.07892,0,752.2546053,0,0,0,0,361,0,1990,0.875512996,0.055504908,0.102348213,2.10E-05,0.005939165,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1994,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,2364.66781,2630.66781,2630.667787,0,2.30E-05,4642.354958,4642.354918,0,4.05E-05,0,0,0,0,266,0,1991,0.433333333,0.034433723,0.00749575,6.05E-10,6.05E-10,,,infill - WSP 2014,Type-7: Infill,,,,
1995,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1179.16313,1488.16313,1488.163113,0,1.69E-05,3394.545406,3394.545367,0,3.86E-05,0,0,0,0,309,0,1992,0.561601643,0.007921832,0.007921832,7.54E-10,7.54E-10,,,infill - WSP 2014,Type-7: Infill,,,,
1996,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,262.2180293,575.2180293,0,575.2180293,0,3485.311212,0,3485.311212,0,0,0,0,0,313,0,1993,0.83495935,0.016988663,0.035723804,3.12E-07,0.002013434,,,infill - WSP 2014,Type-7: Infill,,,,
1997,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,5584.732689,5921.732689,4482.434609,437.757,1001.541079,9950.122273,7531.709854,735.5508776,1682.861541,0,0,0,0,337,0,1994,0.291227553,0.011945055,0.015257961,1.04E-08,1.04E-08,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1998,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1271,1535,0,441.7680977,1093.231902,1652.000822,0,475.8813411,1176.119481,0,0,0,0,264,0,1995,0.099047883,0.01185069,0.012244915,4.31E-09,4.31E-09,,,Fence,Type-1C: Fence with significant breach,,,,MC: True Estimate (no expansion required).  Fence count estimate from BC16.  Appears fence operated from Oct 16 to Dec 12 by NWSFA.  No mention was made of any breaches.
1999,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1032,1324,79.02343042,595.3810531,649.5955165,1455.366298,86.86407658,654.4543196,714.0479018,0,0,0,0,292,0,1996,0.106602938,0.019521356,0.01599174,1.25E-08,1.25E-08,,,Fence,Type-1C: Fence with significant breach,,,,MC: True Estimate (no expansion required).  Unknown how estimate was generated.  No raw data can be found.
2000,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1034.25905,1233.25905,498.5613194,306.0831779,428.6145522,1291.718182,516.9149504,330.4100122,444.3932198,0,0,0,0,199,0,1997,0.071380761,0.024551788,0.021724797,4.27E-08,0.004126727,,,infill - WSP 2014,Type-7: Infill,,,,MC: True Estimate (no expansion required).  Unknown how estimate was generated.  No raw data can be found.
2001,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,3910,4167,912.6987643,1434.695797,1819.605439,4485.468245,982.4529217,1544.344238,1958.671086,0,0,0,0,257,0,1998,0.147128399,0.031431829,0.031431829,1.87E-07,0.012038848,,,Fence,Type-1: Fence or Fishway with virtually no bypass,,,,MC: True Estimate (no expansion required).  Fence operated by Spius Hatchery staff.   Unknown how estimate was generated if any breaches occurred.  No other details provided in NuSEDs.
2002,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,5575,5822,1253.530748,1828.506633,2739.962618,6315.903667,1359.872801,1983.626203,2972.404663,0,0,0,0,247,0,1999,0.067139424,0.035753931,0.05237847,1.44E-06,1.44E-06,,,Fence,Type-1: Fence or Fishway with virtually no bypass,,,,MC: True Estimate (no expansion required).  Fence operated by Spius Hatchery staff.   Unknown how estimate was generated if any breaches occurred.  No other details provided in NuSEDs.
2003,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,400,638,554.5425084,2.020194969,81.43729666,732.7147459,636.7464788,2.458912772,93.5093543,0,0,0,0,238,0,2000,0.982980172,0.007511514,0.002929766,1.41E-11,1.41E-11,,,Fence,Type-1C: Fence with significant breach,,,,MC: True Estimate (no expansion required).  Fence operated by Spius Hatchery staff.  Fence was put in on Oct 3 and washed out on Oct 17.
2004,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1480,1492,895.0708261,0,596.9291739,1717.706654,1030.475278,0,687.2313768,0,0,0,0,12,0,2001,0.193463948,0.008284586,0.008284586,9.02E-10,9.02E-10,,,Fence,Type-1C: Fence with significant breach,,,,Mike Chamberlain: Potentially 1800-3000.  No other details found regarding breaches or installation/removal dates.
2005,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,222,327,61.00041199,0,265.999588,375.8188714,70.10735776,0,305.7115136,0,0,0,0,105,0,2002,0.1299,0.003460545,0.003460545,2.75E-11,2.75E-11,,,Fence,Type-1C: Fence with significant breach,,,,Fence operated by Spius Hatchery staff.  No details found regarding breaches or installation/removal dates.  Estimate (N=432) in NuSEDs appears to have added brood to the 327 count. Needs to be corrected in NuSEDS
2006,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,316,316,309.1832685,0,6.81673151,348.8243736,341.2995568,0,7.524816768,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,5.22E-17,5.22E-17,,,Fence,Type-1C: Fence with significant breach,,,,Fence operated by Spius Hatchery staff.  No details found regarding breaches or installation/removal dates.  Unsure also of any brood removals.
2007,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,2445.72586,2445.72586,2445.72586,0,3.92E-07,2754.195789,2754.195788,0,4.41E-07,0,0,0,0,0,0,2004,0.138022837,0.008712469,0.008712469,1.10E-09,1.10E-09,,,infill - WSP 2014,Type-7: Infill,,,,HO: Fence estimate.  Fence breached on Oct 23 and not put back in by Spius Hatchery staff.  No brood taken.
2008,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,925.720117,925.720117,925.7201169,0,1.87E-08,1026.297247,1026.297247,0,2.07E-08,0,0,0,0,0,0,2005,0.098,0.003938333,0.003938333,4.61E-11,4.61E-11,,,infill - WSP 2014,Type-7: Infill,,,,"LR: Doug Turvey - Spius fence went in on September 26th, was breached and damaged on October 18th., somewhat repaired but kept having undermining problems until removal on November 8th (washed out).  The total number of fish handled during operation was 137, however there was lots of opportunity for fish to migrate past the fence uncounted during high water events."
2009,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1152.368467,1164.368467,1164.368466,0,6.24E-07,1315.670584,1315.670583,0,7.05E-07,0,0,0,0,12,0,2006,0.249578741,0.009261365,0.009261365,1.41E-09,1.41E-09,,,infill - WSP 2014,Type-7: Infill,,,,"SL: Fence count.  Spius Creek Hatchery.  Installed Oct 1, washed out Oct 31."
2010,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,2932.119298,2935.119298,2935.119297,0,7.16E-07,3276.14294,3276.142939,0,7.99E-07,0,0,0,0,3,0,2007,0.194758349,0.009333496,0.009333496,1.45E-09,1.45E-09,,,infill - WSP 2014,Type-7: Infill,,,,SL:  No fence this year.
2011,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1762.374973,1762.374973,1762.374967,0,6.36E-06,2015.5249,2015.524893,0,7.27E-06,0,0,0,0,0,0,2008,0.24076513,0.013790839,0.013790839,6.93E-09,6.93E-09,,,infill - WSP 2014,Type-7: Infill,,,,SL: No fence this year. Spius Hatchery staff reported 40-50 in their outflow ditch
2012,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,2772.02953,2772.02953,2772.02953,0,0,3121.443968,3121.443968,0,0,0,0,0,0,0,0,2009,0.382094722,0.011269182,0.011269182,3.09E-09,3.09E-09,,,infill - WSP 2014,Type-7: Infill,,,,29 Carcassess recovered by Spius Hatchery and StAD staff.
2013,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1098,1098,1098,0,0,1310.575316,1310.575316,0,0,0,0,0,0,0,0,2010,0.198762864,0.007476806,0.007476806,5.99E-10,5.99E-10,,,Sonar DIDSON,Type-1C: Fence with significant breach,,,,"Given the patchy nature of the DIDSON coverage LR used a ML Estimate from data generated by DIDSON.  DIDSON feasibility - Oct 9th to 31st - no weir, power went down 3 times, 20 m window, image quality fair to middling.  Very early freshet and very low flows during late spring and summer. May affect smolt migration."
2014,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1151,1151,1151,0,0,1687.683284,1687.683284,0,0,0,0,0,0,0,0,2011,0.318,0.01130705,0.01130705,3.13E-09,3.13E-09,,,Sonar DIDSON,Type-1C: Fence with significant breach,,,,DIDSON was installed and counting from Oct 2 to Oct 22.  No brood was taken by Spius. Very early freshet and very low flows during late spring and summer. May affect fry survival.
2015,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,923,927,926.9999984,0,1.57E-06,1127.737226,1127.737224,0,1.91E-06,0,0,0,0,4,0,2012,0.190536578,0.00727159,0.00727159,5.36E-10,5.36E-10,,,Sonar ARIS,Type-1B: Fence with significant breach + infill,Complete (100%),2  Breach(s) reported or fence in late or removed early; adjustment to estimate made.,,"Small infill of 7 fish was made to the period from 4:30 on the 25th to 13:40 on the 26th, when the ARIS stopped recording. Used the average count up from the same period on the 24th and 27th. Counts were conducted using echograms in ARIS Scope by Sherri Schmidt and Mitchell McMann. "
2016,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,4556.7,4556.7,4556.7,0,0,4915.533981,4915.533981,0,0,0,0,0,0,0,0,2013,0.091726324,0.01256652,0.01256652,4.78E-09,4.78E-09,,,Infill,Type-7: Infill,,,,Infilled using English Methodology. Spius SONAR in place but power issue turned the unit off through peak.
2017,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1081,1081,1080.999992,0,8.29E-06,1197.120709,1197.1207,0,9.18E-06,0,0,0,0,0,0,2014,0.173,0.010173805,0.010173805,2.05E-09,2.05E-09,,,Sonar ARIS,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),3  Breach(s) reported or fence in later or removed early; no adjustment to estimate made.,,"Likely an underestimate.  The sonar was installed on Sep 22 and removed on Nov 3 as a result of ice.  Fish began to move in numbers (n=45) on Oct 11 and peak migration (n=869) occurred btw Oct 17 and Oct 19.  A storm came through on the Oct 17/18 which dropped 25.4 mm of rain in Merritt; in Hope, 49.8 mm (Oct 17) and 35.1 mm (Oct 19).  This reduced the viewing area on the sonar from 12 m to 5 m by Oct 19.        "
2018,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,2226,2226,2225.999988,0,1.17E-05,2626.707218,2626.707205,0,1.38E-05,0,0,0,0,0,0,2015,0.217,0.014359448,0.014359448,8.14E-09,8.14E-09,,,Sonar DIDSON,Type-1B: Fence with significant Breach + infill,Complete (100%),1  True Abundance with virtually no bypass,,"DIDSON sonar was installed on Sep 24 and operated until its removal on Nov 2 during a high water event. The sonar went down on Oct 7 (23:40) until Oct 9 (09:25); and, Oct 23 (10:52) until Oct 26 (09:09). Two distinct fish passage periods were observed: Sep 30-Oct 1; and, Oct 10-12 - 35% of fish passage occurred over those time periods (n=657 of 1879 fish). Infill added 347 Coho to the estimate."
2019,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,1784,1784,1783.999996,0,3.52E-06,2278.416347,2278.416343,0,4.50E-06,0,0,0,0,0,0,2016,0.217,0.016394835,0.016394835,1.38E-08,1.38E-08,,,Sonar DIDSON,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),,,Comment needed
2020,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,4416,4416,4415.999996,0,3.91E-06,5117.033604,5117.033599,0,4.53E-06,0,0,0,0,0,0,2017,0.225654792,0.018249814,0.018249814,2.12E-08,2.12E-08,10/10/2020,,Sonar ARIS,Type-1B: Fence with significant Breach,Standardized Area,3  Breach(s) reported or fence in later or removed early; no adjustment to estimate made.,,"An ARIS sonar was installed on Sep 25 and removed on Nov 4 as a result of highwater. Equipment malfunctions occurred from Oct 25 to Oct 28, a number of files contained no data. "
2021,Lower Thompson,Nicola,Spius Creek,Spius Cr,green,6747,6747,6746.999818,0,0.000182112,7455.248619,7455.248418,0,0.000201229,0,0,0,0,0,0,2018,0.095,0.031772019,0.031772019,1.95E-07,1.95E-07,,,Sonar DIDSON,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),1  True Abundance with virtually no bypass,Present,"A DIDSON sonar unit was installed and operational from Sep 10 - Nov 13. The sonar was removed on Nov 13 in anticipation of a high water event which marked the end of the program. Due to Pink presence, infilling was conducted up until Oct 4 using historical Spius Coho daily migration proportions; and for the period of Oct 10 - Oct 15 during sonar malfunctions. The sonar estimate from Oct 5 to the end of program was 3800 and infilling from install to Oct 4 resulted in 2947 Coho. The total escapement estimate (N=6747) includes the sonar estimate (N=3800) plus the infill estimate (N=2947)."
1975,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1976,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,0.68050493,,,,,,,,,,,,
1977,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0.68050493,,,,,,,,,,,,
1978,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0.68050493,,,,,,,,,,,,
1979,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.68050493,,,,,,,,,,,,
1980,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,0.68050493,,,,,,,,,,,,
1981,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0.68050493,,,,,,,,,,,,
1982,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,,,,,,
1983,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,,,,,,
1984,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,24.62423765,24.62423765,24.62312525,0,0.0011124,77.07235557,77.06887382,0,0.003481744,0,0,0,0,0,0,1981,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1985,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,16.18225968,16.18225968,16.18225968,0,0,50.64948159,50.64948159,0,0,0,0,0,0,0,0,1982,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1986,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,17.19917173,17.19917173,17.19917173,0,0,50.16425088,50.16425088,0,0,0,0,0,0,0,0,1983,0.657142857,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1987,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,23.53263044,23.53263044,23.53263044,0,0,50.8497217,50.8497217,0,0,0,0,0,0,0,0,1984,0.537212208,0.059001544,0.059001544,2.32E-06,0.003278551,,,infill - WSP 2014,Type-7: Infill,,,,
1988,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,24.18656885,24.18656885,24.18656885,0,0,83.9713236,83.9713236,0,0,0,0,0,0,0,0,1985,0.711966326,0.063450769,0.063450769,3.10E-06,0.010569045,,,infill - WSP 2014,Type-7: Infill,,,,
1989,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,25.68632438,25.68632438,25.68632438,0,0,72.39094257,72.39094257,0,0,0,0,0,0,0,0,1986,0.645172124,0.059001544,0.059001544,2.32E-06,0.009184689,,,infill - WSP 2014,Type-7: Infill,,,,
1990,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,31.77255857,31.77255857,31.77255857,0,0,120.6021442,120.6021442,0,0,0,0,0,0,0,0,1987,0.736550633,0.063263336,0.063263336,3.07E-06,0.009177448,,,infill - WSP 2014,Type-7: Infill,,,,
1991,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,27.26151021,27.26151021,27.26151021,0,0,84.52045279,84.52045279,0,0,0,0,0,0,0,0,1988,0.677456647,0.065533638,0.065533638,3.53E-06,0.001549732,,,infill - WSP 2014,Type-7: Infill,,,,
1992,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,31.03330871,31.03330871,31.03330871,0,0,167.4273404,167.4273404,0,0,0,0,0,0,0,0,1989,0.814646111,0.071822887,0.071822887,5.10E-06,0.014909358,,,infill - WSP 2014,Type-7: Infill,,,,
1993,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,59.89672957,59.89672957,59.08344586,0,0.813283707,481.148454,474.6153728,0,6.533081209,0,0,0,0,0,0,1990,0.875512996,0.055504908,0.102348213,2.10E-05,0.005939165,,,infill - WSP 2014,Type-7: Infill,,,,
1994,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,39.64267759,39.64267759,39.64267759,0,0,69.95766633,69.95766633,0,0,0,0,0,0,0,0,1991,0.433333333,0.034433723,0.00749575,6.05E-10,6.05E-10,,,infill - WSP 2014,Type-7: Infill,,,,
1995,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,22.42577756,22.42577756,22.42577756,0,0,51.15388137,51.15388137,0,0,0,0,0,0,0,0,1992,0.561601643,0.007921832,0.007921832,7.54E-10,7.54E-10,,,infill - WSP 2014,Type-7: Infill,,,,
1996,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,8.668210709,8.668210709,8.668210709,0,0,52.5216708,52.5216708,0,0,0,0,0,0,0,0,1993,0.83495935,0.016988663,0.035723804,3.12E-07,0.002013434,,,infill - WSP 2014,Type-7: Infill,,,,
1997,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,28.96777104,28.96777104,28.96777104,0,0,48.67373774,48.67373774,0,0,0,0,0,0,0,0,1994,0.4048583,0.011945055,0.015607251,1.14E-08,1.14E-08,,,infill - WSP 2014,Type-7: Infill,,,,
1998,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,9.233742601,9.233742601,9.233734596,0,8.01E-06,9.933834286,9.933825674,0,8.61E-06,0,0,0,0,0,0,1995,0.071684347,0.01185069,0.012244915,4.31E-09,4.31E-09,,,infill - WSP 2014,Type-7: Infill,,,,MC: True Estimate (no expansion required).  Unknown how estimate was generated.  No info found in spreadsheet or NuSEDs. MC comment is from the original master spreadsheet.  A single survey was conducted on Nov 24 and a single carcass was observed.
1999,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,17.15656596,17.15656596,17.15647347,0,9.25E-05,18.85882771,18.85872605,0,0.000101667,0,0,0,0,0,0,1996,0.090263392,0.019521356,0.021917973,4.42E-08,4.42E-08,,,infill - WSP 2014,Type-7: Infill,,,,MC: True Estimate (no expansion required).  Unknown how estimate was generated.  A single survey was conducted on Nov 19.  Three carcases were observed.
2000,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,0.073626202,0.024551788,0.024551788,6.96E-08,0.004126727,,,UNK,Type-4: Specific methodology unknown but strongly suspect it is a type 4 or better,,,,MC: True Estimate (no expansion required).  Unknown how estimate was generated.  No info found in spreadsheet or NuSEDs. MC comment is from the original master spreadsheet.  A single survey was conducted on Nov 9.
2001,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,15,15,15,0,0,16.14639397,16.14639397,0,0,0,0,0,0,0,0,1998,0.071,0.031431829,0.031431829,1.87E-07,0.012038848,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  PLExp estimate based on a 2.5 expansion factor.  Only a single survey was conducted on Nov 5.
2002,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,3,3,2.993355382,0,0.006644618,3.254502061,3.247293753,0,0.007208308,0,0,0,0,0,0,1999,0.0782,0.035753931,0.05237847,1.44E-06,1.44E-06,,,PLExp,Type-3: High effort (5 or more surveys)  ,,,,MC: True Estimate (no expansion required).  PLExp based on a default 2.0 expansion factor. 
2003,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,45,45,45,0,0,51.6706855,51.6706855,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.002929766,1.41E-11,1.41E-11,10/28/2003,10/28/2003,AUC,Type-3: High effort (5 or more surveys)  ,,,,MC: True Estimate (no expansion required).  AUC estimate based on a 75% OE and 10 d SL.
2004,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,16.33634601,16.33634601,16.33634522,0,7.84E-07,18.80767442,18.80767352,0,9.02E-07,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,9.02E-10,9.02E-10,,,infill - WSP 2014,Type-7: Infill,,,,Tranquille was not surveyed in 2004.
2005,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,8,8,8,0,0,9.194345478,9.194345478,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,2.75E-11,2.75E-11,11/18/2005,11/18/2005,PLExp,Type-3: High effort (5 or more surveys)  ,,,,PLExp estimate based on a 2.6 expansion factor.  Five surveys were conducted.
2006,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,5.22E-17,5.22E-17,,,NO,Type-3: High effort (5 or more surveys)  ,,,,No Coho observed during the six surveys conducted from .
2007,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0.138022837,0.008712469,0.008712469,1.10E-09,1.10E-09,,,NO,Type-3: High effort (5 or more surveys)  ,,,,HO: None observed during 8 surveys from Oct 12 - Nov 30.
2008,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0.098,0.003938333,0.003938333,4.61E-11,4.61E-11,,,NO,Type-3: High effort (5 or more surveys)  ,,,,LR: SFC - KIB 7 inspections b/n Oct 9 - Nov 28. inconsistencies in reach breaks
2009,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,25,25,24.99999875,0,1.25E-06,28.24858757,28.24858616,0,1.41E-06,0,0,0,0,0,0,2006,0.249578741,0.009261365,0.009261365,1.41E-09,1.41E-09,11/5/2009,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"7 inspections Oct 21 - Nov 27, artificial zero Dec 2.  AUC estimate based on a 75% OE and 10 d SL."
2010,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,13,13,13,0,0,14.51043515,14.51043515,0,0,0,0,0,0,0,0,2007,0.194758349,0.009333496,0.009333496,1.45E-09,1.45E-09,11/12/2010,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"S. Lemke:  AUC estimate based on 75% observer efficiency and 10 day survey life. 7 surveys from Oct 15 to Nov 26, artificial zero Oct 8."
2011,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,13,13,13,0,0,14.8673376,14.8673376,0,0,0,0,0,0,0,0,2008,0.24076513,0.013790839,0.013790839,6.93E-09,6.93E-09,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,"SFC AUC estimate.  PLExp estimate based on a 2.2 expansion factor. Surveyed on Oct 21 and 28, one of two segments surveyed on Nov 8."
2012,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,158.4666667,158.4666667,158.4666667,0,0,178.4413966,178.4413966,0,0,0,0,0,0,0,0,2009,0.382094722,0.011269182,0.011269182,3.09E-09,3.09E-09,11/14/2012,11/14/2012,AUC,Type-3: High effort (5 or more surveys)  ,,,,"Tranquille AUC based on a 10 day Survey Life and 75% Observer Efficiency.  Seven surveys conducted from Oct 17 to Nov 28, artificial zero on Dec 5."
2013,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,70.8,70.8,70.8,0,0,84.50704225,84.50704225,0,0,0,0,0,0,0,0,2010,0.198762864,0.007476806,0.007476806,5.99E-10,5.99E-10,11/8/2013,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"AUC estimate based on a 75% OE and 10 d SL.  Seven surveys from Oct 18 to Nov 29, artificial zero Oct 10. "
2014,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,55.23385301,55.23385301,55.23385301,0,0,80.98805426,80.98805426,0,0,0,0,0,0,0,0,2011,0.318,0.01130705,0.01130705,3.13E-09,3.13E-09,11/5/2014,,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",Standardized Area,"8  Moderate effort (2-4 surveys), seasoned crew, standardized method, captured peak spawning period",,AUC estimate was based on a 75% OE and 8.98 d SL.  Survey life was calculated from 2014 Lemieux AUC and Resistivity estimates.  Four surveys were conducted btw Oct 29 and Nov 27.  A zero count was added to the start date.  
2015,Lower Thompson,Lower Thompson,Tranquille River,Tranquille R,yellow,7.259259259,7.259259259,7.259259259,0,0,8.831215644,8.831215644,0,0,0,0,0,0,0,0,2012,0.190536578,0.00727159,0.00727159,5.36E-10,5.36E-10,11/6/2015,11/6/2015,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,AUC estimate was based on a 75% OE and 9 d SL.  Five surveys were conducted btw Oct 23 and Nov 20.  No Zero counts were added. 
