CU_ID,Species,Stock,DataType,Year,SpnForAbd_Wild,SpnForTrend_Wild,RelLBM,AbsLBM,LongTrend,PercChange,ProbDeclBelowLBM,Percentile,RelUBM,AbsUBM,NumStdMetrics,GenAvgUsed.x,Group,RapidStatus,BinLabel,BinPath,RapidScore,RelLBMCat,AbsLBMCat,LongTrendCat,PercChangeCat,ProbDeclBelowLBMCat,PercentileCat,RelUBMCat,AbsUBMCat,RelAbdCat,AbsAbdCat,GenAvgUsed.y,IntStatusRaw,IntStatus,IntStatusRaw_Short,IntStatus_Short,ConfidenceRating5,ConfidenceRating3,ConfidenceRating2,IntStatus5,IntStatus3,IntStatus2,ProxySource
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2016,38,38,NA,0.04302287,NA,NA,NA,NA,NA,0.004302287,2,43.02286967,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,NA,NA,NA,NA,NA,Red,NA,Red,43.02286967,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2017,51,51,NA,0.047268836,NA,485.1097,0.6667,NA,NA,0.004726884,3,47.268836,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,NA,Green,NA,NA,NA,Red,NA,Red,47.268836,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2018,9,9,NA,0.031437361,NA,439.731,0.8333,NA,NA,0.003143736,3,31.43736065,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,NA,Green,NA,NA,NA,Red,NA,Red,31.43736065,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2019,14,14,NA,0.022229571,NA,224.161,3.5333,NA,NA,0.002222957,3,22.2295709,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,NA,Green,NA,NA,NA,Red,NA,Red,22.2295709,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2020,73,73,NA,0.026170734,135,350.6919,1.9667,NA,NA,0.002617073,4,26.17073352,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,Green,Green,NA,NA,NA,Red,NA,Red,26.17073352,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2021,73,73,NA,0.028625565,136,296.687,2.2333,NA,NA,0.002862556,4,28.62556493,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,Green,Green,NA,NA,NA,Red,NA,Red,28.62556493,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-01,Chinook,Okanagan_1.x,Abs_Abd,2022,23,23,NA,0.036193068,171,77.6523,12.3333,NA,NA,0.003619307,4,36.19306793,CK-Columbia,Red,Node3,Data Type is AbsAbd AND AbsLBM < 1.5,5,NA,Red,Green,Green,NA,NA,NA,Red,NA,Red,36.19306793,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,1995,16453,16453,10.23677252,17.73009,NA,61.1652,3.4333,NA,1.690512014,1.773009,5,17730.09,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,NA,Green,NA,NA,Green,Green,Green,Green,17730.09,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,1996,34757,34757,11.35978129,19.6751412,NA,51.6554,3.5333,NA,1.875966934,1.96751412,5,19675.1412,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,NA,Green,NA,NA,Green,Green,Green,Green,19675.1412,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,1997,22519,22519,14.24112363,24.66562613,149,20.6864,8.8667,NA,2.351795016,2.466562613,6,24665.62613,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,24665.62613,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,1998,34255,34255,14.87963321,25.77152473,149,53.2821,3.0667,NA,2.4572392,2.577152473,6,25771.52473,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,25771.52473,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,1999,47271,47271,19.37223144,33.55270485,183,91.6594,1.2333,NA,3.199151874,3.355270485,6,33552.70485,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,33552.70485,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2000,28061,28061,18.36305199,31.80480605,169,113.9204,0.6667,NA,3.032494856,3.180480605,6,31804.80605,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,31804.80605,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2001,36032,36032,20.65283526,35.77071067,184,132.0904,0.4,NA,3.410632215,3.577071067,6,35770.71067,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,35770.71067,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2002,54578,54578,23.20347829,40.1884244,197,207.741,0.0333,NA,3.831848245,4.01884244,6,40188.4244,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,40188.4244,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2003,39910,39910,22.24205071,38.52323184,182,194.981,0.0667,NA,3.673077025,3.852323184,6,38523.23184,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,38523.23184,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2004,17168,17168,19.67111453,34.07037036,163,111.0351,1.7,NA,3.24850976,3.407037036,6,34070.37036,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,34070.37036,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2005,18133,18133,16.56816039,28.69605379,138,1.926,21.2667,NA,2.736084457,2.869605379,6,28696.05379,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,28696.05379,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2006,59329,59329,16.91751783,29.30114088,135,34.3641,8.9333,NA,2.793777735,2.930114088,6,29301.14088,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,29301.14088,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2007,16168,16168,13.49678364,23.37642927,109,-25.3189,50.5,NA,2.228873881,2.337642927,6,23376.42927,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,23376.42927,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2008,15161,15161,13.08375255,22.66105942,107,-41.5843,70.7333,NA,2.160665467,2.266105942,6,22661.05942,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,22661.05942,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2009,25530,25530,14.25205895,24.68456611,116,-51.8593,83.5667,NA,2.353600888,2.468456611,6,24684.56611,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,24684.56611,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2010,71683,71683,14.94221208,25.87991132,116,-24.7323,49.7,NA,2.467573544,2.587991132,6,25879.91132,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Amber,NA,NA,Green,Green,Green,Green,25879.91132,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2011,19218,19218,15.60191359,27.02251435,122,-23.1722,48.0667,NA,2.576517386,2.702251435,6,27022.51435,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Amber,NA,NA,Green,Green,Green,Green,27022.51435,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2012,4346,4346,11.41611505,19.77271127,94,-66.2281,87.4,NA,1.885269953,1.977271127,6,19772.71127,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,19772.71127,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2013,29061,29061,11.791886,20.42354655,96,-56.257,78.4,NA,1.947325186,2.042354655,6,20423.54655,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,20423.54655,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2014,44240,44240,10.45160549,18.10218071,83,-17.6715,45.4,NA,1.72598977,1.810218071,6,18102.18071,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Amber,NA,NA,Green,Green,Green,Green,18102.18071,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2015,39440,39440,12.5095068,21.66646578,98,29.9152,22.6333,NA,2.065833884,2.166646578,6,21666.46578,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,21666.46578,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2016,6438,6438,13.80083934,23.90305374,112,-36.7335,58.0667,NA,2.279085978,2.390305374,6,23903.05374,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,23903.05374,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2017,13430,13430,11.3788105,19.70809978,94,-54.15,72.3,NA,1.879109437,1.970809978,6,19708.09978,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,19708.09978,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2018,17120,17120,8.974681092,15.54414765,74,-25.6538,50.7,NA,1.48208883,1.554414765,6,15544.14765,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Amber,Red,NA,NA,Green,Green,Green,Green,15544.14765,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2019,29649,29649,8.356748098,14.47388771,69,-23.4512,49.3333,NA,1.380042687,1.447388771,6,14473.88771,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Amber,Amber,NA,NA,Green,Green,Green,Green,14473.88771,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2020,25528,25528,11.79244246,20.42451034,96,-25.8313,50.6667,NA,1.947417081,2.042451034,6,20424.51034,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,20424.51034,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2021,29507,29507,14.35707691,24.86645721,116,-5.1572,39.1,NA,2.37094367,2.486645721,6,24866.45721,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,24866.45721,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-15,Chinook,Shuswap River_SU_0.3,Abs_Abd,2022,33914,33914,17.03275269,29.50072767,136,102.2641,8.1667,NA,2.812807749,2.950072767,6,29500.72767,CK-Fraser_Thompson,Green,Node36,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,29500.72767,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,1999,398.1625353,398.1625353,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2000,91,91,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2001,459,459,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2002,245,245,NA,NA,NA,NA,NA,NA,NA,NA,0,252.6504865,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.6504865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2003,207,207,NA,NA,NA,NA,NA,NA,NA,NA,0,214.5347393,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.5347393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2004,175,175,NA,NA,NA,NA,NA,NA,NA,NA,0,252.6369043,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.6369043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2005,180,180,NA,NA,NA,NA,NA,NA,NA,NA,0,199.9225331,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.9225331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2006,276,276,NA,NA,NA,NA,NA,NA,NA,NA,0,205.9669298,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.9669298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2007,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,81.19838849,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.19838849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2008,77,77,NA,NA,NA,NA,NA,NA,NA,NA,0,66.13183586,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.13183586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2009,28,28,NA,NA,NA,NA,NA,NA,NA,NA,0,41.5319154,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5319154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2010,202,202,NA,NA,NA,NA,NA,NA,NA,NA,0,38.4142654,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4142654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2011,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,43.20385783,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.20385783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2012,14,14,NA,NA,NA,NA,NA,NA,NA,NA,0,28.21186882,CK-Fraser_Thompson,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.21186882,Red,Red,R,R,NA,NA,NA,Red,Red,Red,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2013,195,195,NA,NA,49,NA,NA,NA,NA,NA,1,45.83012068,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,45.83012068,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2014,96,96,NA,NA,41,NA,NA,NA,NA,NA,1,38.0523048,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,38.0523048,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2015,144,144,NA,NA,82,NA,NA,NA,NA,NA,1,78.37888717,CK-Fraser_Thompson,Amber,Node65," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,NA,NA,NA,NA,NA,NA,NA,78.37888717,NA,NA,NA,NA,Low,Low,Moderate,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2016,6.429888623,6.429888623,NA,NA,78,NA,NA,NA,NA,NA,1,64.52350439,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Green,NA,NA,NA,NA,NA,NA,NA,64.52350439,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2017,17,17,NA,NA,46,NA,NA,NA,NA,NA,1,35.06077601,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,35.06077601,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2018,4.352247352,4.352247352,NA,NA,25,NA,NA,NA,NA,NA,1,16.17827109,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,16.17827109,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,Rel_Idx,2019,1,1,NA,NA,9,NA,NA,NA,NA,NA,1,4.670264584,CK-Fraser_Thompson,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,4.670264584,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
