,CU_Name,NME,Year,Props,SiteEsc,Area,Rabcode,CUEsc,Escape,CU
1296,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1994,0.057420444,30,12,90-6300-340,7052.052442,30,SCS
1297,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1995,0.057420444,32,12,90-6300-340,2615.062043,32,SCS
1298,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1996,0.057420444,46,12,90-6300-340,6814.92327,46,SCS
1299,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1997,0.057420444,15.96022621,12,90-6300-340,277.9537256,15.96022621,SCS
1300,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1998,0.057420444,343.3594173,12,90-6300-340,5979.741639,343.3594173,SCS
1301,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,1999,0.057420444,19,12,90-6300-340,237.3232635,19,SCS
1302,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2000,0.057420444,50,12,90-6300-340,1424.275113,50,SCS
1303,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2001,0.057420444,11,12,90-6300-340,1698.660878,11,SCS
1304,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2002,0.057420444,106.8549194,12,90-6300-340,1860.921177,106.8549194,SCS
1305,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2003,0.057420444,43,12,90-6300-340,625.8686213,43,SCS
1306,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2004,0.057420444,154.6767144,12,90-6300-340,2693.756871,154.6767144,SCS
1307,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2005,0.057420444,184,12,90-6300-340,1343.79061,184,SCS
1308,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2006,0.057420444,199,12,90-6300-340,5018.011626,199,SCS
1309,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2007,0.057420444,8.551255007,12,90-6300-340,148.9235275,8.551255007,SCS
1310,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2008,0.057420444,30,12,90-6300-340,363.4131954,30,SCS
1311,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2009,0.057420444,134,12,90-6300-340,909.1830463,134,SCS
1312,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2010,0.057420444,2,12,90-6300-340,591.055952,2,SCS
1313,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2011,0.057420444,269,12,90-6300-340,4684.742634,269,SCS
1314,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2012,0.057420444,63,12,90-6300-340,1268.204633,63,SCS
1315,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2013,0.057420444,301,12,90-6300-340,4895.195725,301,SCS
1316,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2014,0.057420444,89,12,90-6300-340,1694.070196,89,SCS
1317,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2015,0.057420444,236,12,90-6300-340,4649.930606,236,SCS
1318,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2016,0.057420444,332,12,90-6300-340,4967.909057,332,SCS
1319,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2017,0.057420444,29,12,90-6300-340,1136.212777,29,SCS
1320,1 - Southern Coastal Streams,SHOAL HARBOUR CREEK,2018,0.057420444,101,12,90-6300-340,1751.462167,101,SCS
1321,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1953,0.00703342,750,12,90-6300-470,28327.8388,750,SCS
1322,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1954,0.00703342,3500,12,90-6300-470,49645.64915,3500,SCS
1323,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1955,0.00703342,200,12,90-6300-470,23599.7914,200,SCS
1324,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1956,0.00703342,750,12,90-6300-470,28481.83666,750,SCS
1325,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1957,0.00703342,400,12,90-6300-470,31055.29323,400,SCS
1326,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1958,0.00703342,750,12,90-6300-470,50017.27295,750,SCS
1327,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1959,0.00703342,25,12,90-6300-470,8703.839843,25,SCS
1328,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1960,0.00703342,200,12,90-6300-470,9643.992917,200,SCS
1329,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1961,0.00703342,25,12,90-6300-470,14969.775,25,SCS
1330,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1962,0.00703342,75,12,90-6300-470,9778.417481,75,SCS
1331,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1963,0.00703342,25,12,90-6300-470,15162.60451,25,SCS
1332,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1964,0.00703342,25,12,90-6300-470,7297.326478,25,SCS
1333,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1965,0.00703342,14.51480114,12,90-6300-470,2063.690328,14.51480114,SCS
1334,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1966,0.00703342,25,12,90-6300-470,16042.81474,25,SCS
1335,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1967,0.00703342,128.0328772,12,90-6300-470,18203.50191,128.0328772,SCS
1336,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1968,0.00703342,75,12,90-6300-470,10717.68324,75,SCS
1337,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1969,0.00703342,75,12,90-6300-470,16141.38657,75,SCS
1338,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1970,0.00703342,138.3910134,12,90-6300-470,19676.20453,138.3910134,SCS
1339,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1971,0.00703342,71.70479616,12,90-6300-470,10194.86887,71.70479616,SCS
1340,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1972,0.00703342,25,12,90-6300-470,18654.43421,25,SCS
1341,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1973,0.00703342,25,12,90-6300-470,47325.7421,25,SCS
1342,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1974,0.00703342,25,12,90-6300-470,26076.44664,25,SCS
1343,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1975,0.00703342,25,12,90-6300-470,14258.10735,25,SCS
1344,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1976,0.00703342,25,12,90-6300-470,19911.18283,25,SCS
1345,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1977,0.00703342,339.3312907,12,90-6300-470,48245.55954,339.3312907,SCS
1346,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1978,0.00703342,290.2246142,12,90-6300-470,41263.65381,290.2246142,SCS
1347,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1979,0.00703342,38.627917,12,90-6300-470,5492.053107,38.627917,SCS
1348,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1980,0.00703342,46.45325976,12,90-6300-470,6604.64735,46.45325976,SCS
1349,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1981,0.00703342,108.5316535,12,90-6300-470,15430.85031,108.5316535,SCS
1350,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1982,0.00703342,40,12,90-6300-470,18736.8359,40,SCS
1351,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1983,0.00703342,71.55786242,12,90-6300-470,10173.97808,71.55786242,SCS
1352,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1984,0.00703342,105.1396906,12,90-6300-470,14948.58666,105.1396906,SCS
1353,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1985,0.00703342,7,12,90-6300-470,12891.87486,7,SCS
1354,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1986,0.00703342,4,12,90-6300-470,3088.529071,4,SCS
1355,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1987,0.00703342,28.92746899,12,90-6300-470,4112.859515,28.92746899,SCS
1356,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1988,0.00703342,118.3815259,12,90-6300-470,16831.2888,118.3815259,SCS
1357,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1989,0.00703342,22.88295532,12,90-6300-470,3253.460597,22.88295532,SCS
1358,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1990,0.00703342,9.306203521,12,90-6300-470,1323.140566,9.306203521,SCS
1359,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1991,0.00703342,26.38013954,12,90-6300-470,3750.684443,26.38013954,SCS
1360,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1992,0.00703342,8.507719081,12,90-6300-470,1209.613374,8.507719081,SCS
1361,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1993,0.00703342,27.0908176,12,90-6300-470,3851.727469,27.0908176,SCS
1362,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1994,0.00703342,49.60004776,12,90-6300-470,7052.052442,49.60004776,SCS
1363,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1995,0.00703342,1,12,90-6300-470,2615.062043,1,SCS
1364,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1996,0.00703342,47.93221865,12,90-6300-470,6814.92327,47.93221865,SCS
1365,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1997,0.00703342,1.954965335,12,90-6300-470,277.9537256,1.954965335,SCS
1366,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1998,0.00703342,42.05803535,12,90-6300-470,5979.741639,42.05803535,SCS
1367,1 - Southern Coastal Streams,WAHKANA BAY CREEK,1999,0.00703342,1.669194224,12,90-6300-470,237.3232635,1.669194224,SCS
1368,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2000,0.00703342,10.01752528,12,90-6300-470,1424.275113,10.01752528,SCS
1369,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2001,0.00703342,11.94739565,12,90-6300-470,1698.660878,11.94739565,SCS
1370,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2002,0.00703342,13.08864051,12,90-6300-470,1860.921177,13.08864051,SCS
1371,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2003,0.00703342,4.401996973,12,90-6300-470,625.8686213,4.401996973,SCS
1372,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2004,0.00703342,18.94632386,12,90-6300-470,2693.756871,18.94632386,SCS
1373,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2005,0.00703342,9.451443957,12,90-6300-470,1343.79061,9.451443957,SCS
1374,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2006,0.00703342,35.29378409,12,90-6300-470,5018.011626,35.29378409,SCS
1375,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2007,0.00703342,1.04744174,12,90-6300-470,148.9235275,1.04744174,SCS
1376,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2008,0.00703342,2.556037692,12,90-6300-470,363.4131954,2.556037692,SCS
1377,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2009,0.00703342,6,12,90-6300-470,909.1830463,6,SCS
1378,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2010,0.00703342,4.157144843,12,90-6300-470,591.055952,4.157144843,SCS
1379,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2011,0.00703342,32.94976325,12,90-6300-470,4684.742634,32.94976325,SCS
1380,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2012,0.00703342,8.919816025,12,90-6300-470,1268.204633,8.919816025,SCS
1381,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2013,0.00703342,34.42996826,12,90-6300-470,4895.195725,34.42996826,SCS
1382,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2014,0.00703342,11.91510745,12,90-6300-470,1694.070196,11.91510745,SCS
1383,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2015,0.00703342,32.70491563,12,90-6300-470,4649.930606,32.70491563,SCS
1384,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2016,0.00703342,4,12,90-6300-470,4967.909057,4,SCS
1385,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2017,0.00703342,3,12,90-6300-470,1136.212777,3,SCS
1386,1 - Southern Coastal Streams,WAHKANA BAY CREEK,2018,0.00703342,43,12,90-6300-470,1751.462167,43,SCS
1387,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1953,0.250950984,1500,11,90-9500,28327.8388,1500,SCS
1388,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1954,0.250950984,3500,11,90-9500,49645.64915,3500,SCS
1389,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1955,0.250950984,750,11,90-9500,23599.7914,750,SCS
1390,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1956,0.250950984,7500,11,90-9500,28481.83666,7500,SCS
1391,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1957,0.250950984,7500,11,90-9500,31055.29323,7500,SCS
1392,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1958,0.250950984,3500,11,90-9500,50017.27295,3500,SCS
1393,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1959,0.250950984,1500,11,90-9500,8703.839843,1500,SCS
1394,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1960,0.250950984,200,11,90-9500,9643.992917,200,SCS
1395,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1961,0.250950984,25,11,90-9500,14969.775,25,SCS
1396,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1962,0.250950984,200,11,90-9500,9778.417481,200,SCS
1397,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1963,0.250950984,3805.070517,11,90-9500,15162.60451,3805.070517,SCS
1398,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1964,0.250950984,400,11,90-9500,7297.326478,400,SCS
1399,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1965,0.250950984,200,11,90-9500,2063.690328,200,SCS
1400,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1966,0.250950984,7500,11,90-9500,16042.81474,7500,SCS
1401,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1967,0.250950984,8000,11,90-9500,18203.50191,8000,SCS
1402,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1968,0.250950984,3500,11,90-9500,10717.68324,3500,SCS
1403,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1969,0.250950984,7500,11,90-9500,16141.38657,7500,SCS
1404,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1970,0.250950984,7500,11,90-9500,19676.20453,7500,SCS
1405,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1971,0.250950984,1500,11,90-9500,10194.86887,1500,SCS
1406,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1972,0.250950984,2500,11,90-9500,18654.43421,2500,SCS
1407,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1973,0.250950984,7000,11,90-9500,47325.7421,7000,SCS
1408,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1974,0.250950984,5500,11,90-9500,26076.44664,5500,SCS
1409,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1975,0.250950984,1200,11,90-9500,14258.10735,1200,SCS
1410,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1976,0.250950984,3000,11,90-9500,19911.18283,3000,SCS
1411,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1977,0.250950984,18000,11,90-9500,48245.55954,18000,SCS
1412,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1978,0.250950984,21000,11,90-9500,41263.65381,21000,SCS
1413,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1979,0.250950984,1378.23613,11,90-9500,5492.053107,1378.23613,SCS
1414,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1980,0.250950984,1500,11,90-9500,6604.64735,1500,SCS
1415,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1981,0.250950984,2000,11,90-9500,15430.85031,2000,SCS
1416,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1982,0.250950984,5000,11,90-9500,18736.8359,5000,SCS
1417,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1983,0.250950984,600,11,90-9500,10173.97808,600,SCS
1418,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1984,0.250950984,1500,11,90-9500,14948.58666,1500,SCS
1419,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1985,0.250950984,4000,11,90-9500,12891.87486,4000,SCS
1420,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1986,0.250950984,1500,11,90-9500,3088.529071,1500,SCS
1421,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1987,0.250950984,1000,11,90-9500,4112.859515,1000,SCS
1422,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1988,0.250950984,5000,11,90-9500,16831.2888,5000,SCS
1423,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1989,0.250950984,850,11,90-9500,3253.460597,850,SCS
1424,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1990,0.250950984,332.0434266,11,90-9500,1323.140566,332.0434266,SCS
1425,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1991,0.250950984,500,11,90-9500,3750.684443,500,SCS
1426,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1992,0.250950984,393,11,90-9500,1209.613374,393,SCS
1427,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1993,0.250950984,1500,11,90-9500,3851.727469,1500,SCS
1428,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1994,0.250950984,2200,11,90-9500,7052.052442,2200,SCS
1429,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1995,0.250950984,1300,11,90-9500,2615.062043,1300,SCS
1430,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1996,0.250950984,2500,11,90-9500,6814.92327,2500,SCS
1431,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1997,0.250950984,54,11,90-9500,277.9537256,54,SCS
1432,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1998,0.250950984,1500.622047,11,90-9500,5979.741639,1500.622047,SCS
1433,1 - Southern Coastal Streams,DRIFTWOOD CREEK,1999,0.250950984,59.55650643,11,90-9500,237.3232635,59.55650643,SCS
1434,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2000,0.250950984,400,11,90-9500,1424.275113,400,SCS
1435,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2001,0.250950984,655,11,90-9500,1698.660878,655,SCS
1436,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2002,0.250950984,467,11,90-9500,1860.921177,467,SCS
1437,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2003,0.250950984,150,11,90-9500,625.8686213,150,SCS
1438,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2004,0.250950984,676.0009366,11,90-9500,2693.756871,676.0009366,SCS
1439,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2005,0.250950984,337.2255755,11,90-9500,1343.79061,337.2255755,SCS
1440,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2006,0.250950984,1259.274954,11,90-9500,5018.011626,1259.274954,SCS
1441,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2007,0.250950984,37.37250573,11,90-9500,148.9235275,37.37250573,SCS
1442,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2008,0.250950984,91.19889888,11,90-9500,363.4131954,91.19889888,SCS
1443,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2009,0.250950984,228.1603798,11,90-9500,909.1830463,228.1603798,SCS
1444,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2010,0.250950984,148.3260726,11,90-9500,591.055952,148.3260726,SCS
1445,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2011,0.250950984,1175.640772,11,90-9500,4684.742634,1175.640772,SCS
1446,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2012,0.250950984,318.2572003,11,90-9500,1268.204633,318.2572003,SCS
1447,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2013,0.250950984,1228.454183,11,90-9500,4895.195725,1228.454183,SCS
1448,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2014,0.250950984,425.128582,11,90-9500,1694.070196,425.128582,SCS
1449,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2015,0.250950984,1166.90466,11,90-9500,4649.930606,1166.90466,SCS
1450,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2016,0.250950984,1246.701665,11,90-9500,4967.909057,1246.701665,SCS
1451,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2017,0.250950984,285.1337141,11,90-9500,1136.212777,285.1337141,SCS
1452,1 - Southern Coastal Streams,DRIFTWOOD CREEK,2018,0.250950984,439.5311537,11,90-9500,1751.462167,439.5311537,SCS
1453,1 - Southern Coastal Streams,WALDON CREEK,1953,0.00547955,75,12,90-4800-650,28327.8388,75,SCS
1454,1 - Southern Coastal Streams,WALDON CREEK,1954,0.00547955,25,12,90-4800-650,49645.64915,25,SCS
1455,1 - Southern Coastal Streams,WALDON CREEK,1955,0.00547955,25,12,90-4800-650,23599.7914,25,SCS
1456,1 - Southern Coastal Streams,WALDON CREEK,1956,0.00547955,25,12,90-4800-650,28481.83666,25,SCS
1457,1 - Southern Coastal Streams,WALDON CREEK,1957,0.00547955,170.1690466,12,90-4800-650,31055.29323,170.1690466,SCS
1458,1 - Southern Coastal Streams,WALDON CREEK,1958,0.00547955,274.0721714,12,90-4800-650,50017.27295,274.0721714,SCS
1459,1 - Southern Coastal Streams,WALDON CREEK,1959,0.00547955,47.69312969,12,90-4800-650,8703.839843,47.69312969,SCS
1460,1 - Southern Coastal Streams,WALDON CREEK,1960,0.00547955,52.84474591,12,90-4800-650,9643.992917,52.84474591,SCS
1461,1 - Southern Coastal Streams,WALDON CREEK,1961,0.00547955,82.02763762,12,90-4800-650,14969.775,82.02763762,SCS
1462,1 - Southern Coastal Streams,WALDON CREEK,1962,0.00547955,53.58133209,12,90-4800-650,9778.417481,53.58133209,SCS
1463,1 - Southern Coastal Streams,WALDON CREEK,1963,0.00547955,83.08425665,12,90-4800-650,15162.60451,83.08425665,SCS
1464,1 - Southern Coastal Streams,WALDON CREEK,1964,0.00547955,39.98606872,12,90-4800-650,7297.326478,39.98606872,SCS
1465,1 - Southern Coastal Streams,WALDON CREEK,1965,0.00547955,11.3080953,12,90-4800-650,2063.690328,11.3080953,SCS
1466,1 - Southern Coastal Streams,WALDON CREEK,1966,0.00547955,87.90741304,12,90-4800-650,16042.81474,87.90741304,SCS
1467,1 - Southern Coastal Streams,WALDON CREEK,1967,0.00547955,99.74700742,12,90-4800-650,18203.50191,99.74700742,SCS
1468,1 - Southern Coastal Streams,WALDON CREEK,1968,0.00547955,58.72808623,12,90-4800-650,10717.68324,58.72808623,SCS
1469,1 - Southern Coastal Streams,WALDON CREEK,1969,0.00547955,88.44754232,12,90-4800-650,16141.38657,88.44754232,SCS
1470,1 - Southern Coastal Streams,WALDON CREEK,1970,0.00547955,107.8167557,12,90-4800-650,19676.20453,107.8167557,SCS
1471,1 - Southern Coastal Streams,WALDON CREEK,1971,0.00547955,55.8632985,12,90-4800-650,10194.86887,55.8632985,SCS
1472,1 - Southern Coastal Streams,WALDON CREEK,1972,0.00547955,102.2179137,12,90-4800-650,18654.43421,102.2179137,SCS
1473,1 - Southern Coastal Streams,WALDON CREEK,1973,0.00547955,259.3237923,12,90-4800-650,47325.7421,259.3237923,SCS
1474,1 - Southern Coastal Streams,WALDON CREEK,1974,0.00547955,142.8872054,12,90-4800-650,26076.44664,142.8872054,SCS
1475,1 - Southern Coastal Streams,WALDON CREEK,1975,0.00547955,78.1280188,12,90-4800-650,14258.10735,78.1280188,SCS
1476,1 - Southern Coastal Streams,WALDON CREEK,1976,0.00547955,109.1043312,12,90-4800-650,19911.18283,109.1043312,SCS
1477,1 - Southern Coastal Streams,WALDON CREEK,1977,0.00547955,264.3639784,12,90-4800-650,48245.55954,264.3639784,SCS
1478,1 - Southern Coastal Streams,WALDON CREEK,1978,0.00547955,226.1062735,12,90-4800-650,41263.65381,226.1062735,SCS
1479,1 - Southern Coastal Streams,WALDON CREEK,1979,0.00547955,30.09398218,12,90-4800-650,5492.053107,30.09398218,SCS
1480,1 - Southern Coastal Streams,WALDON CREEK,1980,0.00547955,36.19049848,12,90-4800-650,6604.64735,36.19049848,SCS
1481,1 - Southern Coastal Streams,WALDON CREEK,1981,0.00547955,84.55412306,12,90-4800-650,15430.85031,84.55412306,SCS
1482,1 - Southern Coastal Streams,WALDON CREEK,1982,0.00547955,102.6694379,12,90-4800-650,18736.8359,102.6694379,SCS
1483,1 - Southern Coastal Streams,WALDON CREEK,1983,0.00547955,55.74882633,12,90-4800-650,10173.97808,55.74882633,SCS
1484,1 - Southern Coastal Streams,WALDON CREEK,1984,0.00547955,81.91153503,12,90-4800-650,14948.58666,81.91153503,SCS
1485,1 - Southern Coastal Streams,WALDON CREEK,1985,0.00547955,70.64167893,12,90-4800-650,12891.87486,70.64167893,SCS
1486,1 - Southern Coastal Streams,WALDON CREEK,1986,0.00547955,16.92375092,12,90-4800-650,3088.529071,16.92375092,SCS
1487,1 - Southern Coastal Streams,WALDON CREEK,1987,0.00547955,22.53662128,12,90-4800-650,4112.859515,22.53662128,SCS
1488,1 - Southern Coastal Streams,WALDON CREEK,1988,0.00547955,92.22789646,12,90-4800-650,16831.2888,92.22789646,SCS
1489,1 - Southern Coastal Streams,WALDON CREEK,1989,0.00547955,17.82750154,12,90-4800-650,3253.460597,17.82750154,SCS
1490,1 - Southern Coastal Streams,WALDON CREEK,1990,0.00547955,7.250215509,12,90-4800-650,1323.140566,7.250215509,SCS
1491,1 - Southern Coastal Streams,WALDON CREEK,1991,0.00547955,20.5520647,12,90-4800-650,3750.684443,20.5520647,SCS
1492,1 - Southern Coastal Streams,WALDON CREEK,1992,0.00547955,6.628137531,12,90-4800-650,1209.613374,6.628137531,SCS
1493,1 - Southern Coastal Streams,WALDON CREEK,1993,0.00547955,21.10573506,12,90-4800-650,3851.727469,21.10573506,SCS
1494,1 - Southern Coastal Streams,WALDON CREEK,1994,0.00547955,38.64207726,12,90-4800-650,7052.052442,38.64207726,SCS
1495,1 - Southern Coastal Streams,WALDON CREEK,1995,0.00547955,14.32936444,12,90-4800-650,2615.062043,14.32936444,SCS
1496,1 - Southern Coastal Streams,WALDON CREEK,1996,0.00547955,37.34271599,12,90-4800-650,6814.92327,37.34271599,SCS
1497,1 - Southern Coastal Streams,WALDON CREEK,1997,0.00547955,1.523061467,12,90-4800-650,277.9537256,1.523061467,SCS
1498,1 - Southern Coastal Streams,WALDON CREEK,1998,0.00547955,32.7662961,12,90-4800-650,5979.741639,32.7662961,SCS
1499,1 - Southern Coastal Streams,WALDON CREEK,1999,0.00547955,1.3004248,12,90-4800-650,237.3232635,1.3004248,SCS
1500,1 - Southern Coastal Streams,WALDON CREEK,2000,0.00547955,7.804387365,12,90-4800-650,1424.275113,7.804387365,SCS
1501,1 - Southern Coastal Streams,WALDON CREEK,2001,0.00547955,9.307898009,12,90-4800-650,1698.660878,9.307898009,SCS
1502,1 - Southern Coastal Streams,WALDON CREEK,2002,0.00547955,10.19701151,12,90-4800-650,1860.921177,10.19701151,SCS
1503,1 - Southern Coastal Streams,WALDON CREEK,2003,0.00547955,3.429478697,12,90-4800-650,625.8686213,3.429478697,SCS
1504,1 - Southern Coastal Streams,WALDON CREEK,2004,0.00547955,14.76057672,12,90-4800-650,2693.756871,14.76057672,SCS
1505,1 - Southern Coastal Streams,WALDON CREEK,2005,0.00547955,7.363368468,12,90-4800-650,1343.79061,7.363368468,SCS
1506,1 - Southern Coastal Streams,WALDON CREEK,2006,0.00547955,27.49644796,12,90-4800-650,5018.011626,27.49644796,SCS
